id,factory_number,downtime_duration
12363,factory_number_1086,1
5393,factory_number_670,1
9594,factory_number_793,0
1166,factory_number_584,0
7377,factory_number_1068,0
4419,factory_number_945,1
11529,factory_number_375,0
16901,factory_number_763,0
7827,factory_number_734,0
681,factory_number_1099,0
17809,factory_number_479,0
13142,factory_number_466,0
8055,factory_number_481,1
377,factory_number_735,0
9372,factory_number_1019,0
7733,factory_number_823,1
4368,factory_number_638,2
10010,factory_number_520,0
10624,factory_number_442,0
10906,factory_number_537,1
38,factory_number_468,0
3214,factory_number_734,0
6217,factory_number_476,0
14336,factory_number_1106,1
11820,factory_number_895,1
16557,factory_number_793,0
11695,factory_number_244,1
14253,factory_number_653,0
2170,factory_number_931,2
7980,factory_number_845,1
7148,factory_number_1033,0
4873,factory_number_378,0
4588,factory_number_360,1
10362,factory_number_251,0
12229,factory_number_704,0
7573,factory_number_797,1
17438,factory_number_653,2
16198,factory_number_963,0
11926,factory_number_737,0
10584,factory_number_849,0
12944,factory_number_1010,0
1787,factory_number_599,2
15103,factory_number_206,0
13609,factory_number_476,0
9776,factory_number_808,0
869,factory_number_282,0
6531,factory_number_478,0
5365,factory_number_128,0
16056,factory_number_100,0
2197,factory_number_916,0
3104,factory_number_704,0
9727,factory_number_102,0
13684,factory_number_607,0
5306,factory_number_654,1
2287,factory_number_697,0
10952,factory_number_414,0
11772,factory_number_810,2
5733,factory_number_798,0
9753,factory_number_794,0
3195,factory_number_816,1
10762,factory_number_707,0
14370,factory_number_1075,0
2237,factory_number_135,0
9166,factory_number_946,0
1988,factory_number_825,1
13762,factory_number_894,0
12452,factory_number_894,0
15514,factory_number_430,0
17512,factory_number_466,0
6694,factory_number_995,1
1283,factory_number_380,0
7135,factory_number_474,0
4549,factory_number_921,1
11003,factory_number_126,0
13216,factory_number_948,1
17204,factory_number_831,0
13496,factory_number_1071,0
7503,factory_number_1010,1
15310,factory_number_909,0
83,factory_number_149,0
4144,factory_number_651,1
7364,factory_number_597,0
6686,factory_number_56,0
60,factory_number_931,0
492,factory_number_692,0
11401,factory_number_388,1
4423,factory_number_767,1
9323,factory_number_802,1
1248,factory_number_648,2
18210,factory_number_704,0
14199,factory_number_401,0
11052,factory_number_342,0
10366,factory_number_846,0
2759,factory_number_1094,0
8613,factory_number_469,0
1666,factory_number_1008,0
2730,factory_number_498,0
2311,factory_number_494,0
13384,factory_number_139,1
10957,factory_number_836,0
16572,factory_number_613,0
12224,factory_number_810,0
4468,factory_number_476,0
5277,factory_number_414,1
7468,factory_number_754,1
8100,factory_number_91,0
4208,factory_number_466,0
15315,factory_number_481,0
13875,factory_number_460,0
16266,factory_number_122,0
8009,factory_number_611,0
552,factory_number_745,1
2618,factory_number_600,2
6577,factory_number_760,1
12917,factory_number_297,0
3726,factory_number_1030,0
14155,factory_number_149,0
17538,factory_number_1107,2
7331,factory_number_584,0
3407,factory_number_1109,0
15946,factory_number_895,2
9788,factory_number_616,0
1976,factory_number_460,0
17431,factory_number_655,0
18161,factory_number_696,0
14210,factory_number_491,0
6885,factory_number_535,2
11693,factory_number_124,0
5295,factory_number_921,1
8727,factory_number_885,0
2879,factory_number_313,0
1540,factory_number_1084,1
14217,factory_number_1052,0
11853,factory_number_704,1
10903,factory_number_479,0
1069,factory_number_126,0
6440,factory_number_1052,1
10694,factory_number_1107,0
9926,factory_number_91,0
10528,factory_number_208,0
1977,factory_number_184,0
6407,factory_number_643,2
5430,factory_number_124,0
6459,factory_number_765,0
15438,factory_number_814,0
8138,factory_number_495,0
16821,factory_number_242,0
3952,factory_number_1,1
11177,factory_number_380,0
11269,factory_number_130,0
7113,factory_number_546,0
10800,factory_number_892,1
43,factory_number_300,0
17338,factory_number_1061,2
1296,factory_number_846,2
17362,factory_number_851,0
9862,factory_number_234,1
14731,factory_number_744,1
7952,factory_number_102,0
11080,factory_number_497,0
1530,factory_number_1052,0
3883,factory_number_810,0
1877,factory_number_837,0
549,factory_number_495,0
4386,factory_number_1066,1
8535,factory_number_763,2
3821,factory_number_643,0
8265,factory_number_319,0
4725,factory_number_810,2
3762,factory_number_875,0
853,factory_number_159,0
13053,factory_number_460,0
23,factory_number_257,0
15671,factory_number_252,1
17581,factory_number_1019,2
9087,factory_number_795,0
2861,factory_number_1107,0
10748,factory_number_853,0
10060,factory_number_823,0
16468,factory_number_1010,0
4030,factory_number_186,0
16409,factory_number_12,0
16171,factory_number_830,1
10972,factory_number_826,1
9254,factory_number_476,0
8763,factory_number_948,1
4307,factory_number_707,0
14270,factory_number_493,0
16874,factory_number_1099,0
10750,factory_number_600,2
5777,factory_number_147,0
17898,factory_number_962,0
6054,factory_number_653,2
4979,factory_number_1110,1
7789,factory_number_889,1
14496,factory_number_161,0
1694,factory_number_1088,1
3954,factory_number_139,1
2571,factory_number_892,0
14575,factory_number_768,0
8123,factory_number_476,0
16010,factory_number_891,0
13391,factory_number_1019,2
1019,factory_number_464,0
14304,factory_number_495,0
1959,factory_number_248,0
12018,factory_number_242,0
17738,factory_number_705,0
13661,factory_number_653,1
7295,factory_number_821,1
15915,factory_number_821,0
3636,factory_number_242,0
13058,factory_number_346,0
2997,factory_number_995,2
6121,factory_number_369,0
8211,factory_number_851,0
13538,factory_number_709,0
15622,factory_number_1075,1
9888,factory_number_826,1
2518,factory_number_798,1
17034,factory_number_102,0
10577,factory_number_149,0
7639,factory_number_1069,1
961,factory_number_925,0
15499,factory_number_995,1
14879,factory_number_326,1
16988,factory_number_657,0
9181,factory_number_825,1
11499,factory_number_894,0
8609,factory_number_270,1
18440,factory_number_603,1
7224,factory_number_501,0
550,factory_number_1031,0
14400,factory_number_735,0
7594,factory_number_1086,2
5203,factory_number_468,0
14356,factory_number_742,0
7868,factory_number_655,0
13339,factory_number_493,0
10416,factory_number_135,0
4175,factory_number_684,1
6872,factory_number_1097,0
4980,factory_number_311,0
11518,factory_number_756,1
902,factory_number_763,1
8312,factory_number_875,0
11171,factory_number_894,0
17088,factory_number_430,1
18019,factory_number_834,0
92,factory_number_600,0
4021,factory_number_1052,0
9853,factory_number_1025,0
5546,factory_number_270,0
9331,factory_number_165,0
17527,factory_number_675,1
17897,factory_number_475,0
9039,factory_number_1111,1
10302,factory_number_282,1
438,factory_number_684,2
4186,factory_number_814,0
15539,factory_number_1026,0
2268,factory_number_1067,1
2923,factory_number_994,0
13105,factory_number_846,2
13850,factory_number_1054,0
3528,factory_number_879,0
5873,factory_number_135,0
373,factory_number_834,2
5339,factory_number_1074,0
17673,factory_number_718,0
5317,factory_number_518,0
16455,factory_number_1031,0
2688,factory_number_978,1
17327,factory_number_258,1
6753,factory_number_91,0
12782,factory_number_821,2
12745,factory_number_821,1
4155,factory_number_466,0
7955,factory_number_707,1
11520,factory_number_756,0
17721,factory_number_609,0
14972,factory_number_899,0
17748,factory_number_1063,0
15047,factory_number_937,2
18480,factory_number_485,0
3659,factory_number_1060,0
6616,factory_number_909,1
10745,factory_number_469,0
9366,factory_number_976,1
13455,factory_number_155,1
17537,factory_number_208,0
504,factory_number_798,0
2653,factory_number_100,0
11293,factory_number_793,0
4439,factory_number_475,0
3553,factory_number_1052,1
1704,factory_number_1018,1
12396,factory_number_1107,0
9580,factory_number_856,1
16035,factory_number_152,0
7602,factory_number_208,1
2136,factory_number_600,0
7619,factory_number_851,0
17536,factory_number_505,0
17606,factory_number_925,0
553,factory_number_798,0
17356,factory_number_136,0
2274,factory_number_1034,0
11187,factory_number_619,1
4090,factory_number_309,0
14716,factory_number_793,0
16376,factory_number_684,0
5559,factory_number_1010,0
2932,factory_number_957,1
3945,factory_number_684,2
691,factory_number_931,0
1455,factory_number_734,0
4959,factory_number_607,0
16847,factory_number_932,0
10630,factory_number_147,0
6273,factory_number_994,0
8036,factory_number_1014,0
18143,factory_number_465,0
2001,factory_number_478,0
11325,factory_number_649,1
12055,factory_number_1052,0
3572,factory_number_683,0
7683,factory_number_501,0
17745,factory_number_1008,1
57,factory_number_1075,1
18449,factory_number_173,0
6813,factory_number_1115,1
9028,factory_number_1042,2
11964,factory_number_638,2
16661,factory_number_453,0
10130,factory_number_492,0
9808,factory_number_1100,2
6808,factory_number_653,1
444,factory_number_326,1
9006,factory_number_226,1
17650,factory_number_1033,1
9784,factory_number_485,0
8008,factory_number_325,0
12517,factory_number_76,1
1937,factory_number_128,0
14038,factory_number_973,0
14075,factory_number_489,0
5340,factory_number_1026,2
15589,factory_number_495,0
3248,factory_number_130,0
6598,factory_number_496,0
17029,factory_number_640,0
496,factory_number_481,0
14026,factory_number_172,1
10326,factory_number_707,0
1566,factory_number_1018,0
17213,factory_number_653,1
2017,factory_number_1038,1
4273,factory_number_600,1
8201,factory_number_897,0
7128,factory_number_1052,1
4913,factory_number_380,0
4083,factory_number_704,0
12005,factory_number_850,1
14690,factory_number_408,0
17172,factory_number_899,1
15294,factory_number_600,0
2174,factory_number_808,0
6935,factory_number_812,0
3826,factory_number_1107,0
2894,factory_number_934,0
2897,factory_number_878,0
5049,factory_number_846,0
855,factory_number_1019,2
16825,factory_number_466,0
10548,factory_number_1107,0
5853,factory_number_1031,0
8316,factory_number_102,0
1047,factory_number_373,0
8897,factory_number_102,0
2135,factory_number_867,2
16247,factory_number_498,0
11149,factory_number_476,0
10488,factory_number_124,0
9226,factory_number_322,1
6978,factory_number_149,0
3855,factory_number_793,0
17989,factory_number_409,0
13250,factory_number_522,0
1409,factory_number_723,0
12544,factory_number_17,1
3691,factory_number_1055,0
9104,factory_number_735,0
18227,factory_number_126,0
13947,factory_number_641,2
11280,factory_number_837,1
16154,factory_number_699,0
5423,factory_number_810,2
17051,factory_number_964,0
17521,factory_number_638,0
1028,factory_number_332,1
15957,factory_number_485,0
8026,factory_number_509,0
2917,factory_number_1103,2
7049,factory_number_1008,0
430,factory_number_1100,1
15548,factory_number_765,0
3297,factory_number_280,0
8063,factory_number_944,1
14687,factory_number_742,0
5476,factory_number_1019,2
8794,factory_number_229,0
11759,factory_number_507,0
16446,factory_number_488,0
11956,factory_number_122,0
14363,factory_number_122,0
11640,factory_number_471,0
3611,factory_number_995,2
6280,factory_number_244,0
12256,factory_number_497,0
506,factory_number_756,0
18357,factory_number_707,0
17142,factory_number_475,0
14955,factory_number_292,0
17491,factory_number_691,0
9444,factory_number_846,0
15585,factory_number_122,0
9584,factory_number_500,0
13206,factory_number_967,2
14064,factory_number_380,0
11631,factory_number_878,0
9367,factory_number_378,0
1218,factory_number_496,0
11947,factory_number_159,0
14572,factory_number_998,1
11660,factory_number_615,0
4833,factory_number_107,1
491,factory_number_808,0
9048,factory_number_957,2
14294,factory_number_133,0
10708,factory_number_925,0
6705,factory_number_73,0
12538,factory_number_976,1
8309,factory_number_1104,0
4399,factory_number_95,0
4443,factory_number_514,0
16123,factory_number_603,0
17844,factory_number_242,0
1672,factory_number_288,0
9400,factory_number_126,0
8611,factory_number_821,2
12788,factory_number_803,0
11224,factory_number_823,0
2368,factory_number_494,0
12757,factory_number_814,0
14740,factory_number_814,0
11194,factory_number_1032,1
5523,factory_number_637,0
7305,factory_number_734,2
8202,factory_number_1049,1
4802,factory_number_296,1
9774,factory_number_704,1
17576,factory_number_808,0
12621,factory_number_514,0
93,factory_number_1086,0
14688,factory_number_450,0
15147,factory_number_810,0
12069,factory_number_243,0
12514,factory_number_363,0
8040,factory_number_675,1
12344,factory_number_1056,1
15807,factory_number_450,0
15637,factory_number_493,0
3982,factory_number_116,0
17525,factory_number_1018,1
8638,factory_number_961,0
1936,factory_number_298,0
9234,factory_number_818,1
10776,factory_number_407,1
15676,factory_number_102,0
11624,factory_number_906,0
11817,factory_number_984,2
5364,factory_number_504,0
1915,factory_number_794,0
5459,factory_number_878,0
8189,factory_number_526,0
5745,factory_number_242,0
3544,factory_number_798,1
6302,factory_number_501,0
13956,factory_number_921,0
13447,factory_number_1100,2
9882,factory_number_506,0
8574,factory_number_378,0
6999,factory_number_491,0
10844,factory_number_1011,1
12584,factory_number_471,0
624,factory_number_165,1
4351,factory_number_684,0
5458,factory_number_534,0
6846,factory_number_976,1
13807,factory_number_893,0
13232,factory_number_856,1
13682,factory_number_124,0
7705,factory_number_810,2
13462,factory_number_495,0
9901,factory_number_707,0
13201,factory_number_242,0
16796,factory_number_16,1
3417,factory_number_584,0
14288,factory_number_125,0
3558,factory_number_137,0
15248,factory_number_7,1
3730,factory_number_1100,1
1164,factory_number_794,2
14993,factory_number_921,2
5957,factory_number_135,0
10501,factory_number_1052,0
6821,factory_number_118,0
14659,factory_number_744,0
4115,factory_number_471,0
2520,factory_number_427,0
16304,factory_number_704,2
7311,factory_number_1062,0
14746,factory_number_509,0
7446,factory_number_795,0
7344,factory_number_424,0
13813,factory_number_857,1
10580,factory_number_1060,0
2383,factory_number_925,0
4864,factory_number_245,0
61,factory_number_284,1
15473,factory_number_641,0
15178,factory_number_507,0
7048,factory_number_447,1
2476,factory_number_107,0
716,factory_number_895,2
5991,factory_number_931,0
16766,factory_number_816,1
9865,factory_number_380,0
9489,factory_number_644,0
1101,factory_number_465,0
1675,factory_number_91,0
9604,factory_number_462,0
13205,factory_number_845,2
9602,factory_number_420,1
11608,factory_number_826,1
8159,factory_number_1017,1
14303,factory_number_830,1
13754,factory_number_613,2
2266,factory_number_704,1
9539,factory_number_520,0
1749,factory_number_641,1
15939,factory_number_237,0
13713,factory_number_350,1
13779,factory_number_441,0
2064,factory_number_459,0
15522,factory_number_1048,1
13919,factory_number_1083,0
13725,factory_number_469,0
14801,factory_number_413,1
6347,factory_number_1066,0
1572,factory_number_208,0
12449,factory_number_946,0
146,factory_number_505,0
5387,factory_number_821,2
13793,factory_number_846,2
5009,factory_number_601,0
8928,factory_number_324,0
8158,factory_number_478,0
4693,factory_number_836,0
14043,factory_number_484,0
16687,factory_number_1090,1
15848,factory_number_834,0
13815,factory_number_734,2
10457,factory_number_49,0
3011,factory_number_601,1
8263,factory_number_1010,1
13389,factory_number_33,0
1,factory_number_601,1
15381,factory_number_1008,2
15386,factory_number_846,2
11482,factory_number_930,0
5897,factory_number_835,0
409,factory_number_808,0
18498,factory_number_892,0
11469,factory_number_229,0
952,factory_number_13,0
13834,factory_number_149,0
8991,factory_number_12,1
13241,factory_number_814,0
6311,factory_number_705,2
8069,factory_number_500,0
14430,factory_number_135,0
11348,factory_number_702,1
14396,factory_number_242,0
18443,factory_number_1107,1
3141,factory_number_755,0
9463,factory_number_118,0
14324,factory_number_883,0
7904,factory_number_684,0
4429,factory_number_846,0
13650,factory_number_732,0
5573,factory_number_823,1
11306,factory_number_494,0
10426,factory_number_563,0
17196,factory_number_919,0
8937,factory_number_1109,1
242,factory_number_1031,0
8599,factory_number_1026,1
8594,factory_number_89,1
15673,factory_number_771,1
391,factory_number_149,0
1504,factory_number_124,0
5310,factory_number_834,1
5201,factory_number_242,0
7883,factory_number_989,1
5028,factory_number_962,1
8911,factory_number_415,1
3018,factory_number_891,0
13857,factory_number_461,0
17265,factory_number_1061,2
13644,factory_number_303,0
16151,factory_number_704,0
9292,factory_number_181,0
16906,factory_number_653,2
14658,factory_number_276,0
14642,factory_number_497,0
12650,factory_number_100,0
7287,factory_number_836,0
16450,factory_number_619,2
856,factory_number_330,1
8284,factory_number_763,1
13499,factory_number_810,1
5614,factory_number_737,1
3198,factory_number_756,0
15107,factory_number_713,0
13642,factory_number_1100,2
7844,factory_number_800,0
18527,factory_number_135,1
8287,factory_number_320,1
3913,factory_number_123,0
8546,factory_number_1107,0
6780,factory_number_609,0
11757,factory_number_673,1
7672,factory_number_501,0
9424,factory_number_124,0
11262,factory_number_821,0
1603,factory_number_737,0
8927,factory_number_468,0
4249,factory_number_1026,0
412,factory_number_1080,1
17220,factory_number_646,2
9115,factory_number_91,0
8605,factory_number_466,0
17229,factory_number_871,0
18392,factory_number_418,1
260,factory_number_653,0
16203,factory_number_699,0
14265,factory_number_945,0
6731,factory_number_494,0
6629,factory_number_1100,1
11276,factory_number_962,0
8022,factory_number_826,1
2708,factory_number_311,0
14906,factory_number_760,0
18071,factory_number_976,0
6897,factory_number_1051,2
14892,factory_number_522,0
4582,factory_number_802,0
15387,factory_number_684,0
7352,factory_number_478,0
11729,factory_number_887,0
18528,factory_number_1042,2
18203,factory_number_798,0
10644,factory_number_498,0
1754,factory_number_423,1
9737,factory_number_130,1
17061,factory_number_822,0
4630,factory_number_1008,0
4935,factory_number_821,1
4295,factory_number_498,0
3992,factory_number_378,0
4469,factory_number_1067,0
17005,factory_number_60,1
7717,factory_number_471,0
6423,factory_number_151,0
10299,factory_number_257,0
1999,factory_number_600,0
14996,factory_number_763,2
11424,factory_number_477,0
13732,factory_number_1066,0
14286,factory_number_849,0
10700,factory_number_498,0
9942,factory_number_255,0
8529,factory_number_1061,1
7987,factory_number_116,1
1582,factory_number_476,0
15895,factory_number_889,0
17381,factory_number_600,0
10371,factory_number_496,0
5868,factory_number_498,0
15725,factory_number_118,0
4106,factory_number_724,2
8380,factory_number_628,0
16805,factory_number_1105,0
9246,factory_number_506,0
239,factory_number_881,1
2781,factory_number_1109,0
16349,factory_number_1107,2
12953,factory_number_704,0
3384,factory_number_9,0
17174,factory_number_518,0
4031,factory_number_34,0
11243,factory_number_696,0
1400,factory_number_375,0
9631,factory_number_600,2
7848,factory_number_390,1
9883,factory_number_979,0
11527,factory_number_763,2
178,factory_number_939,0
8578,factory_number_169,1
3741,factory_number_991,2
622,factory_number_856,1
13118,factory_number_290,1
682,factory_number_455,0
9884,factory_number_779,2
7755,factory_number_478,0
9928,factory_number_1019,2
18029,factory_number_798,1
14718,factory_number_826,1
7676,factory_number_995,2
11442,factory_number_893,0
18442,factory_number_902,1
14846,factory_number_893,0
2896,factory_number_1053,0
16888,factory_number_258,0
15325,factory_number_813,1
1071,factory_number_445,0
4936,factory_number_794,0
18031,factory_number_369,0
10432,factory_number_895,1
5727,factory_number_119,0
204,factory_number_505,0
358,factory_number_1104,1
5153,factory_number_475,0
15649,factory_number_622,0
4077,factory_number_255,0
15071,factory_number_943,1
432,factory_number_255,0
4856,factory_number_820,1
8210,factory_number_767,1
17323,factory_number_745,1
6210,factory_number_471,0
7274,factory_number_830,1
17233,factory_number_547,0
3660,factory_number_823,0
6211,factory_number_1100,2
1282,factory_number_957,0
1473,factory_number_945,1
14975,factory_number_646,1
1882,factory_number_846,1
16293,factory_number_409,0
480,factory_number_899,0
1490,factory_number_344,0
408,factory_number_232,0
10809,factory_number_893,0
5385,factory_number_244,0
17583,factory_number_479,0
5347,factory_number_889,0
16014,factory_number_242,0
9514,factory_number_1102,0
14146,factory_number_676,0
12264,factory_number_942,0
16755,factory_number_475,0
5764,factory_number_629,0
18399,factory_number_1014,2
9577,factory_number_957,0
4921,factory_number_244,0
2068,factory_number_735,0
4974,factory_number_12,0
6081,factory_number_704,0
9907,factory_number_1008,0
10319,factory_number_1007,0
94,factory_number_1111,2
7740,factory_number_821,1
5148,factory_number_613,1
14591,factory_number_760,0
14357,factory_number_122,0
16781,factory_number_1014,1
8685,factory_number_159,0
9213,factory_number_213,1
13751,factory_number_767,0
687,factory_number_638,2
7976,factory_number_144,1
17502,factory_number_1024,0
1269,factory_number_963,0
4863,factory_number_613,0
10132,factory_number_810,1
4930,factory_number_91,0
6350,factory_number_255,1
11188,factory_number_895,2
13120,factory_number_288,0
10268,factory_number_893,0
6900,factory_number_9,0
8397,factory_number_475,0
8244,factory_number_314,1
14994,factory_number_1029,0
1691,factory_number_518,0
2684,factory_number_484,0
13179,factory_number_810,0
12906,factory_number_337,1
6665,factory_number_4,1
5311,factory_number_836,0
15965,factory_number_97,0
1824,factory_number_800,0
11121,factory_number_477,0
234,factory_number_714,1
7157,factory_number_476,0
12975,factory_number_471,0
11733,factory_number_311,0
4865,factory_number_116,0
13005,factory_number_1042,0
14441,factory_number_744,1
14769,factory_number_292,1
15672,factory_number_1050,0
7558,factory_number_684,2
7528,factory_number_471,0
2190,factory_number_734,2
5243,factory_number_984,0
722,factory_number_1007,0
16733,factory_number_1069,0
9641,factory_number_294,1
3642,factory_number_276,0
11313,factory_number_1010,1
7044,factory_number_460,0
2977,factory_number_13,2
6675,factory_number_896,0
4966,factory_number_488,0
2096,factory_number_135,0
11477,factory_number_496,0
5320,factory_number_1019,2
15851,factory_number_627,0
4009,factory_number_731,0
11038,factory_number_102,0
9183,factory_number_286,1
787,factory_number_897,2
1031,factory_number_763,1
2803,factory_number_484,0
2773,factory_number_825,1
10146,factory_number_1072,0
897,factory_number_373,0
14518,factory_number_445,0
7291,factory_number_957,0
18377,factory_number_240,1
10329,factory_number_1019,0
17409,factory_number_816,2
15157,factory_number_1049,2
5580,factory_number_644,0
9328,factory_number_726,2
8168,factory_number_1102,0
18231,factory_number_90,0
9267,factory_number_500,0
299,factory_number_445,0
7930,factory_number_126,0
2434,factory_number_810,2
7007,factory_number_1049,0
1310,factory_number_836,0
6289,factory_number_976,0
16879,factory_number_695,0
6818,factory_number_1026,1
7147,factory_number_242,0
14741,factory_number_649,0
1795,factory_number_805,0
17184,factory_number_839,0
9303,factory_number_931,2
16244,factory_number_793,0
14643,factory_number_501,0
1165,factory_number_509,0
15119,factory_number_159,1
16001,factory_number_254,0
6152,factory_number_837,1
9586,factory_number_890,0
15796,factory_number_122,0
1852,factory_number_794,0
18037,factory_number_981,0
7254,factory_number_810,1
8789,factory_number_1052,2
323,factory_number_763,1
8238,factory_number_314,0
8340,factory_number_255,0
18492,factory_number_135,0
7104,factory_number_369,0
10617,factory_number_236,0
12277,factory_number_1107,2
6381,factory_number_737,0
5369,factory_number_506,0
12827,factory_number_286,1
4989,factory_number_794,0
3152,factory_number_653,2
8090,factory_number_946,0
18080,factory_number_122,0
9377,factory_number_793,0
7585,factory_number_1008,1
16065,factory_number_16,0
4573,factory_number_664,0
13594,factory_number_128,0
387,factory_number_957,0
9617,factory_number_91,0
4460,factory_number_1030,0
14739,factory_number_864,1
9147,factory_number_834,0
15922,factory_number_831,1
11006,factory_number_707,0
4844,factory_number_380,0
6185,factory_number_1099,0
1352,factory_number_618,1
17788,factory_number_296,0
18524,factory_number_834,1
6689,factory_number_102,0
16458,factory_number_278,0
12372,factory_number_493,0
13593,factory_number_786,0
6002,factory_number_477,0
17401,factory_number_124,0
9581,factory_number_155,0
3255,factory_number_95,0
8052,factory_number_704,2
17319,factory_number_455,0
16780,factory_number_343,0
1441,factory_number_549,0
10882,factory_number_704,1
4931,factory_number_441,1
406,factory_number_13,2
3076,factory_number_380,0
14060,factory_number_1065,0
5193,factory_number_798,0
17152,factory_number_818,1
7476,factory_number_1031,1
9079,factory_number_814,0
1210,factory_number_448,0
4973,factory_number_1100,2
5417,factory_number_918,1
14727,factory_number_91,0
15931,factory_number_494,0
5598,factory_number_175,1
14954,factory_number_1106,1
3645,factory_number_243,0
15331,factory_number_1100,2
4800,factory_number_957,0
1405,factory_number_126,0
16549,factory_number_943,1
12950,factory_number_826,0
7564,factory_number_303,1
1916,factory_number_91,0
9970,factory_number_844,1
14076,factory_number_834,1
15821,factory_number_893,1
13334,factory_number_1099,0
7179,factory_number_1058,1
16673,factory_number_976,0
17446,factory_number_4,1
7424,factory_number_521,0
6569,factory_number_696,0
6886,factory_number_562,0
11191,factory_number_126,0
972,factory_number_2,0
11711,factory_number_394,1
8229,factory_number_891,0
6341,factory_number_938,1
11435,factory_number_723,1
12215,factory_number_122,0
5904,factory_number_135,0
8694,factory_number_1015,1
4524,factory_number_810,0
17714,factory_number_734,0
732,factory_number_909,0
7682,factory_number_923,0
6776,factory_number_652,1
13842,factory_number_536,1
6740,factory_number_707,0
8888,factory_number_419,1
3695,factory_number_1067,1
4076,factory_number_790,0
2792,factory_number_619,0
11907,factory_number_515,0
300,factory_number_691,1
9504,factory_number_695,2
9875,factory_number_518,0
4305,factory_number_91,0
14281,factory_number_1097,1
3794,factory_number_1047,0
12803,factory_number_846,1
13273,factory_number_1010,1
14273,factory_number_135,0
11067,factory_number_149,0
6914,factory_number_1,0
16627,factory_number_976,2
154,factory_number_257,1
6800,factory_number_769,2
17873,factory_number_135,1
4123,factory_number_627,1
1421,factory_number_653,2
18036,factory_number_7,0
9278,factory_number_95,0
9780,factory_number_737,1
4205,factory_number_632,0
10758,factory_number_737,1
7942,factory_number_280,0
6477,factory_number_282,0
2388,factory_number_744,2
3386,factory_number_989,1
4218,factory_number_618,1
10984,factory_number_584,0
3798,factory_number_242,0
15410,factory_number_816,0
251,factory_number_122,0
1312,factory_number_505,0
11969,factory_number_1082,0
13498,factory_number_648,0
6,factory_number_332,1
7379,factory_number_500,0
5509,factory_number_837,0
12942,factory_number_479,0
4114,factory_number_273,0
1482,factory_number_22,0
3911,factory_number_471,0
3063,factory_number_653,2
4475,factory_number_365,1
5062,factory_number_374,0
9531,factory_number_371,1
17811,factory_number_1100,1
8383,factory_number_700,1
5444,factory_number_1086,0
11930,factory_number_380,0
1006,factory_number_603,0
2352,factory_number_476,0
12694,factory_number_1107,2
9324,factory_number_891,0
3166,factory_number_839,1
9089,factory_number_122,0
15870,factory_number_646,0
3748,factory_number_962,0
10409,factory_number_1015,0
17057,factory_number_122,0
16926,factory_number_91,0
13094,factory_number_1056,1
9885,factory_number_1031,1
17389,factory_number_17,1
6891,factory_number_1063,0
10198,factory_number_253,0
1645,factory_number_653,1
17276,factory_number_469,0
13233,factory_number_477,0
715,factory_number_445,0
8879,factory_number_155,0
4513,factory_number_466,0
13166,factory_number_836,0
14434,factory_number_754,0
3823,factory_number_734,0
3153,factory_number_798,2
9936,factory_number_260,1
18230,factory_number_931,0
16222,factory_number_600,2
5818,factory_number_839,1
8525,factory_number_704,1
8213,factory_number_726,1
4493,factory_number_821,0
1159,factory_number_234,0
5129,factory_number_851,1
49,factory_number_484,0
2299,factory_number_382,0
17364,factory_number_1099,0
4794,factory_number_485,0
7281,factory_number_396,0
6995,factory_number_734,2
14561,factory_number_468,0
14831,factory_number_504,0
18256,factory_number_821,0
3259,factory_number_92,0
660,factory_number_124,0
14672,factory_number_691,0
10989,factory_number_147,0
2144,factory_number_204,0
16074,factory_number_653,2
7950,factory_number_403,0
243,factory_number_520,0
7919,factory_number_724,1
16921,factory_number_766,0
6426,factory_number_8,0
16088,factory_number_653,1
2980,factory_number_839,0
10376,factory_number_1107,2
16900,factory_number_793,0
3118,factory_number_707,0
10294,factory_number_600,2
12831,factory_number_638,2
10438,factory_number_208,1
3277,factory_number_459,0
10977,factory_number_1017,0
400,factory_number_1017,1
16526,factory_number_644,0
14715,factory_number_838,0
2312,factory_number_592,1
15189,factory_number_7,0
12746,factory_number_128,0
7337,factory_number_889,0
943,factory_number_252,0
18035,factory_number_557,0
13872,factory_number_1084,0
2592,factory_number_834,2
11192,factory_number_885,1
8767,factory_number_508,0
11039,factory_number_737,0
11083,factory_number_149,0
1112,factory_number_794,0
10185,factory_number_1052,2
9417,factory_number_518,0
8064,factory_number_845,0
1444,factory_number_1052,1
13544,factory_number_476,0
12530,factory_number_946,0
2734,factory_number_1010,0
14481,factory_number_326,0
1533,factory_number_475,0
17058,factory_number_9,0
17241,factory_number_814,0
4727,factory_number_418,1
14229,factory_number_1094,0
7891,factory_number_481,0
2209,factory_number_963,0
5609,factory_number_1100,2
9273,factory_number_244,0
8908,factory_number_1063,0
4292,factory_number_1095,0
16756,factory_number_744,0
259,factory_number_282,0
15837,factory_number_169,0
4362,factory_number_183,0
6286,factory_number_325,0
12053,factory_number_881,1
9470,factory_number_1118,1
4028,factory_number_484,0
14985,factory_number_851,1
1309,factory_number_1117,1
6262,factory_number_1052,1
14095,factory_number_382,0
16312,factory_number_141,0
13907,factory_number_765,1
11359,factory_number_114,1
8969,factory_number_126,0
497,factory_number_253,0
5040,factory_number_149,0
13406,factory_number_794,0
13889,factory_number_894,0
16291,factory_number_821,0
12291,factory_number_664,0
12763,factory_number_124,0
