id,log_report_type,volume
7856,log_report_type_312,6
7856,log_report_type_233,4
7856,log_report_type_227,5
7856,log_report_type_307,4
7856,log_report_type_314,1
9206,log_report_type_235,1
9206,log_report_type_233,3
9206,log_report_type_315,2
9206,log_report_type_313,4
7188,log_report_type_235,2
7188,log_report_type_232,1
7188,log_report_type_312,1
7188,log_report_type_233,3
7188,log_report_type_313,4
7188,log_report_type_315,3
3382,log_report_type_232,1
3382,log_report_type_235,3
3382,log_report_type_233,1
3382,log_report_type_315,2
3382,log_report_type_313,1
3382,log_report_type_312,1
8732,log_report_type_235,5
8732,log_report_type_315,4
8732,log_report_type_313,5
8732,log_report_type_312,5
8732,log_report_type_232,5
8732,log_report_type_233,6
14805,log_report_type_232,4
14805,log_report_type_233,7
14805,log_report_type_307,1
14805,log_report_type_313,8
14805,log_report_type_312,4
14805,log_report_type_235,5
14805,log_report_type_315,6
14805,log_report_type_227,1
14625,log_report_type_315,1
14625,log_report_type_235,2
14625,log_report_type_313,3
14625,log_report_type_232,2
14625,log_report_type_233,4
14625,log_report_type_312,2
11864,log_report_type_233,2
11864,log_report_type_313,3
11864,log_report_type_232,3
11864,log_report_type_235,2
11864,log_report_type_312,3
11864,log_report_type_315,3
8504,log_report_type_221,1
8504,log_report_type_313,2
8504,log_report_type_301,1
8504,log_report_type_235,3
8504,log_report_type_315,2
8504,log_report_type_219,1
8504,log_report_type_232,1
8504,log_report_type_134,1
8504,log_report_type_312,1
8504,log_report_type_233,3
3559,log_report_type_313,3
3559,log_report_type_233,2
3559,log_report_type_315,5
3559,log_report_type_312,1
3559,log_report_type_235,5
3559,log_report_type_232,1
14007,log_report_type_312,1
14007,log_report_type_233,3
14007,log_report_type_232,1
14007,log_report_type_235,3
14007,log_report_type_313,3
14007,log_report_type_315,3
9937,log_report_type_235,5
9937,log_report_type_233,7
9937,log_report_type_312,6
9937,log_report_type_227,1
9937,log_report_type_315,5
9937,log_report_type_232,6
9937,log_report_type_307,1
9937,log_report_type_313,7
7425,log_report_type_235,2
7425,log_report_type_232,2
7425,log_report_type_315,3
7425,log_report_type_312,2
7425,log_report_type_233,4
7425,log_report_type_313,5
10264,log_report_type_235,4
10264,log_report_type_313,6
10264,log_report_type_312,3
10264,log_report_type_232,3
10264,log_report_type_307,3
10264,log_report_type_315,5
10264,log_report_type_227,3
10264,log_report_type_233,5
13871,log_report_type_232,2
13871,log_report_type_313,6
13871,log_report_type_235,5
13871,log_report_type_315,5
13871,log_report_type_307,1
13871,log_report_type_233,6
13871,log_report_type_312,2
4259,log_report_type_233,5
4259,log_report_type_235,3
4259,log_report_type_315,2
4259,log_report_type_313,4
16307,log_report_type_313,1
16307,log_report_type_315,1
3588,log_report_type_235,2
3588,log_report_type_313,1
3588,log_report_type_312,2
3588,log_report_type_233,3
3588,log_report_type_232,2
14478,log_report_type_233,3
14478,log_report_type_235,2
14478,log_report_type_315,2
14478,log_report_type_313,3
7520,log_report_type_313,1
7520,log_report_type_233,1
9358,log_report_type_233,1
9358,log_report_type_235,1
11982,log_report_type_315,3
11982,log_report_type_307,2
11982,log_report_type_233,6
11982,log_report_type_232,4
11982,log_report_type_312,4
11982,log_report_type_227,1
11982,log_report_type_313,5
11982,log_report_type_235,4
16332,log_report_type_235,5
16332,log_report_type_315,4
16332,log_report_type_233,5
16332,log_report_type_227,1
16332,log_report_type_312,2
16332,log_report_type_307,1
16332,log_report_type_313,5
16332,log_report_type_232,2
6444,log_report_type_235,3
6444,log_report_type_315,5
6444,log_report_type_233,4
6444,log_report_type_312,2
6444,log_report_type_232,2
6444,log_report_type_313,6
6571,log_report_type_307,1
6571,log_report_type_235,1
6571,log_report_type_315,1
6571,log_report_type_312,2
6571,log_report_type_233,3
6571,log_report_type_227,1
6571,log_report_type_313,3
6571,log_report_type_232,2
15271,log_report_type_227,1
15271,log_report_type_307,1
15271,log_report_type_233,10
15271,log_report_type_313,10
15271,log_report_type_312,4
15271,log_report_type_235,5
15271,log_report_type_232,4
15271,log_report_type_315,5
15597,log_report_type_315,2
15597,log_report_type_232,2
15597,log_report_type_227,1
15597,log_report_type_312,3
15597,log_report_type_235,2
15597,log_report_type_313,3
15597,log_report_type_233,3
15597,log_report_type_307,1
17264,log_report_type_235,4
17264,log_report_type_313,5
17264,log_report_type_315,4
17264,log_report_type_233,5
13272,log_report_type_235,1
13272,log_report_type_232,1
13272,log_report_type_315,1
13272,log_report_type_312,1
13272,log_report_type_233,3
13272,log_report_type_313,3
5854,log_report_type_235,5
5854,log_report_type_233,6
5854,log_report_type_232,3
5854,log_report_type_312,3
5854,log_report_type_315,4
5854,log_report_type_313,5
17175,log_report_type_307,2
17175,log_report_type_233,6
17175,log_report_type_312,3
17175,log_report_type_227,2
17175,log_report_type_232,3
17175,log_report_type_315,6
17175,log_report_type_313,6
17175,log_report_type_235,6
62,log_report_type_232,4
62,log_report_type_307,1
62,log_report_type_312,4
62,log_report_type_235,3
62,log_report_type_315,3
62,log_report_type_313,5
62,log_report_type_233,5
62,log_report_type_227,1
11693,log_report_type_313,4
11693,log_report_type_315,5
11693,log_report_type_232,2
11693,log_report_type_312,2
11693,log_report_type_235,5
11693,log_report_type_233,4
7206,log_report_type_312,6
7206,log_report_type_315,4
7206,log_report_type_307,1
7206,log_report_type_233,6
7206,log_report_type_232,6
7206,log_report_type_235,4
7206,log_report_type_313,6
7206,log_report_type_227,1
9424,log_report_type_232,5
9424,log_report_type_313,9
9424,log_report_type_233,9
9424,log_report_type_235,5
9424,log_report_type_312,5
9424,log_report_type_315,5
15941,log_report_type_307,1
15941,log_report_type_315,3
15941,log_report_type_312,2
15941,log_report_type_227,1
15941,log_report_type_313,6
15941,log_report_type_232,2
15941,log_report_type_233,6
15941,log_report_type_235,3
11480,log_report_type_232,1
11480,log_report_type_235,3
11480,log_report_type_315,3
11480,log_report_type_313,4
11480,log_report_type_233,4
11480,log_report_type_312,2
2264,log_report_type_307,1
2264,log_report_type_313,6
2264,log_report_type_232,3
2264,log_report_type_315,4
2264,log_report_type_233,5
2264,log_report_type_235,3
2264,log_report_type_312,3
12526,log_report_type_307,1
12526,log_report_type_313,4
12526,log_report_type_315,3
12526,log_report_type_235,5
12526,log_report_type_312,3
12526,log_report_type_232,3
12526,log_report_type_227,1
12526,log_report_type_233,5
13143,log_report_type_233,2
13143,log_report_type_312,1
13143,log_report_type_235,1
13143,log_report_type_315,2
13143,log_report_type_232,1
13143,log_report_type_313,3
14299,log_report_type_232,2
14299,log_report_type_235,2
14299,log_report_type_315,2
14299,log_report_type_233,3
14299,log_report_type_312,2
14299,log_report_type_313,3
7082,log_report_type_232,2
7082,log_report_type_313,6
7082,log_report_type_312,2
7082,log_report_type_233,6
7082,log_report_type_315,5
7082,log_report_type_235,5
17464,log_report_type_235,2
17464,log_report_type_313,7
17464,log_report_type_312,3
17464,log_report_type_315,2
17464,log_report_type_232,3
17464,log_report_type_233,7
12878,log_report_type_312,2
12878,log_report_type_233,7
12878,log_report_type_315,5
12878,log_report_type_235,6
12878,log_report_type_232,2
12878,log_report_type_313,6
13197,log_report_type_312,2
13197,log_report_type_313,2
13197,log_report_type_233,2
13197,log_report_type_315,2
13197,log_report_type_235,2
13197,log_report_type_232,2
12156,log_report_type_307,2
12156,log_report_type_312,4
12156,log_report_type_235,4
12156,log_report_type_233,6
12156,log_report_type_232,4
12156,log_report_type_315,4
12156,log_report_type_313,6
12156,log_report_type_227,2
2160,log_report_type_313,3
2160,log_report_type_235,2
2160,log_report_type_312,1
2160,log_report_type_232,1
2160,log_report_type_233,3
2160,log_report_type_315,2
459,log_report_type_315,2
459,log_report_type_312,3
459,log_report_type_233,3
459,log_report_type_313,3
459,log_report_type_232,3
459,log_report_type_235,2
17401,log_report_type_232,4
17401,log_report_type_313,7
17401,log_report_type_235,2
17401,log_report_type_315,3
17401,log_report_type_312,4
17401,log_report_type_233,6
16666,log_report_type_227,1
16666,log_report_type_235,3
16666,log_report_type_315,2
16666,log_report_type_313,5
16666,log_report_type_307,2
16666,log_report_type_233,6
16666,log_report_type_232,6
16666,log_report_type_312,6
18043,log_report_type_233,5
18043,log_report_type_315,5
18043,log_report_type_232,2
18043,log_report_type_313,6
18043,log_report_type_235,4
18043,log_report_type_312,2
13248,log_report_type_235,4
13248,log_report_type_312,4
13248,log_report_type_315,4
13248,log_report_type_313,5
13248,log_report_type_233,5
13248,log_report_type_232,4
7447,log_report_type_312,4
7447,log_report_type_233,6
7447,log_report_type_235,4
7447,log_report_type_313,6
7447,log_report_type_232,4
7447,log_report_type_315,4
12763,log_report_type_232,1
12763,log_report_type_315,2
12763,log_report_type_312,1
12763,log_report_type_233,2
12763,log_report_type_235,2
12763,log_report_type_313,2
15874,log_report_type_232,6
15874,log_report_type_307,1
15874,log_report_type_313,6
15874,log_report_type_227,1
15874,log_report_type_233,9
15874,log_report_type_235,5
15874,log_report_type_315,4
15874,log_report_type_312,7
10322,log_report_type_312,1
10322,log_report_type_315,1
10322,log_report_type_232,1
10322,log_report_type_313,3
10322,log_report_type_233,2
6811,log_report_type_235,5
6811,log_report_type_313,7
6811,log_report_type_232,4
6811,log_report_type_315,6
6811,log_report_type_227,2
6811,log_report_type_312,4
6811,log_report_type_307,2
6811,log_report_type_233,7
4412,log_report_type_313,1
4412,log_report_type_219,2
4412,log_report_type_233,1
4412,log_report_type_315,1
4412,log_report_type_134,2
4412,log_report_type_235,1
4412,log_report_type_301,2
16956,log_report_type_312,1
16956,log_report_type_313,5
16956,log_report_type_235,4
16956,log_report_type_315,4
16956,log_report_type_233,5
2242,log_report_type_307,2
2242,log_report_type_233,5
2242,log_report_type_235,5
2242,log_report_type_315,3
2242,log_report_type_232,2
2242,log_report_type_313,3
2242,log_report_type_312,2
2242,log_report_type_227,1
16844,log_report_type_315,3
16844,log_report_type_235,3
16844,log_report_type_312,3
16844,log_report_type_232,3
16844,log_report_type_233,4
16844,log_report_type_313,4
10389,log_report_type_312,3
10389,log_report_type_235,2
10389,log_report_type_233,5
10389,log_report_type_315,3
10389,log_report_type_313,6
10389,log_report_type_232,3
7207,log_report_type_313,7
7207,log_report_type_315,3
7207,log_report_type_232,2
7207,log_report_type_312,3
7207,log_report_type_233,6
7207,log_report_type_235,2
6619,log_report_type_227,1
6619,log_report_type_312,3
6619,log_report_type_313,5
6619,log_report_type_315,2
6619,log_report_type_232,3
6619,log_report_type_235,4
6619,log_report_type_233,6
6619,log_report_type_307,1
14886,log_report_type_235,2
14886,log_report_type_312,5
14886,log_report_type_232,5
14886,log_report_type_313,8
14886,log_report_type_233,7
14886,log_report_type_315,3
16508,log_report_type_313,2
16508,log_report_type_312,1
16508,log_report_type_315,1
16508,log_report_type_307,1
16508,log_report_type_227,1
16508,log_report_type_233,2
16508,log_report_type_232,1
16508,log_report_type_235,1
12508,log_report_type_315,1
12508,log_report_type_313,2
12508,log_report_type_232,1
12508,log_report_type_312,1
13682,log_report_type_235,4
13682,log_report_type_312,3
13682,log_report_type_233,3
13682,log_report_type_313,3
13682,log_report_type_232,2
13682,log_report_type_315,4
3394,log_report_type_235,1
3394,log_report_type_233,2
3394,log_report_type_312,3
3394,log_report_type_313,3
3394,log_report_type_232,3
3394,log_report_type_315,1
2370,log_report_type_232,3
2370,log_report_type_313,2
2370,log_report_type_233,3
2370,log_report_type_315,1
2370,log_report_type_312,3
2370,log_report_type_235,2
14202,log_report_type_315,1
14202,log_report_type_233,1
14202,log_report_type_313,2
11949,log_report_type_307,1
11949,log_report_type_312,3
11949,log_report_type_235,2
11949,log_report_type_232,1
11949,log_report_type_315,2
11949,log_report_type_233,2
11949,log_report_type_227,1
11949,log_report_type_313,3
5809,log_report_type_312,2
5809,log_report_type_232,1
5809,log_report_type_313,3
5809,log_report_type_315,3
5809,log_report_type_233,5
5809,log_report_type_235,4
16532,log_report_type_315,5
16532,log_report_type_313,6
16532,log_report_type_232,2
16532,log_report_type_235,3
16532,log_report_type_312,2
16532,log_report_type_233,3
16910,log_report_type_232,2
16910,log_report_type_315,5
16910,log_report_type_235,5
16910,log_report_type_233,5
16910,log_report_type_312,2
16910,log_report_type_313,4
17359,log_report_type_235,4
17359,log_report_type_315,5
17359,log_report_type_233,3
17359,log_report_type_313,6
6117,log_report_type_233,5
6117,log_report_type_313,5
6117,log_report_type_315,5
6117,log_report_type_227,1
6117,log_report_type_312,2
6117,log_report_type_232,2
6117,log_report_type_307,1
6117,log_report_type_235,5
5927,log_report_type_315,5
5927,log_report_type_313,8
5927,log_report_type_307,1
5927,log_report_type_235,4
5927,log_report_type_312,5
5927,log_report_type_233,7
5927,log_report_type_232,4
12904,log_report_type_235,4
12904,log_report_type_313,5
12904,log_report_type_315,3
12904,log_report_type_233,5
16119,log_report_type_315,1
16119,log_report_type_312,1
16119,log_report_type_313,1
887,log_report_type_232,1
887,log_report_type_233,2
887,log_report_type_315,3
887,log_report_type_235,1
887,log_report_type_312,3
887,log_report_type_313,4
18164,log_report_type_307,2
18164,log_report_type_235,7
18164,log_report_type_227,1
18164,log_report_type_313,10
18164,log_report_type_315,7
18164,log_report_type_232,2
18164,log_report_type_233,9
18164,log_report_type_312,2
8375,log_report_type_232,1
8375,log_report_type_313,2
8375,log_report_type_233,3
8375,log_report_type_315,2
8375,log_report_type_235,3
8375,log_report_type_312,1
17287,log_report_type_313,2
17287,log_report_type_315,1
12187,log_report_type_312,3
12187,log_report_type_315,4
12187,log_report_type_233,2
12187,log_report_type_313,4
12187,log_report_type_232,2
12187,log_report_type_235,2
1780,log_report_type_315,4
1780,log_report_type_307,1
1780,log_report_type_233,6
1780,log_report_type_312,1
1780,log_report_type_227,2
1780,log_report_type_235,4
1780,log_report_type_232,1
1780,log_report_type_313,6
18047,log_report_type_315,1
18047,log_report_type_233,2
18047,log_report_type_235,2
18047,log_report_type_313,1
7555,log_report_type_232,2
7555,log_report_type_312,2
7555,log_report_type_233,2
7555,log_report_type_313,1
7555,log_report_type_235,2
10488,log_report_type_233,3
10488,log_report_type_313,5
10488,log_report_type_232,3
10488,log_report_type_315,4
10488,log_report_type_235,2
10488,log_report_type_312,3
17167,log_report_type_160,1
17167,log_report_type_315,3
17167,log_report_type_181,1
17167,log_report_type_227,1
17167,log_report_type_313,5
17167,log_report_type_233,4
17167,log_report_type_312,3
17167,log_report_type_235,4
17167,log_report_type_307,2
17167,log_report_type_232,1
12968,log_report_type_313,6
12968,log_report_type_233,6
12968,log_report_type_232,5
12968,log_report_type_315,4
12968,log_report_type_312,5
12968,log_report_type_235,4
10848,log_report_type_232,5
10848,log_report_type_235,3
10848,log_report_type_315,3
10848,log_report_type_307,2
10848,log_report_type_312,5
10848,log_report_type_313,3
10848,log_report_type_233,3
10848,log_report_type_227,2
1580,log_report_type_233,5
1580,log_report_type_232,3
1580,log_report_type_312,3
1580,log_report_type_315,1
1580,log_report_type_313,4
1580,log_report_type_235,2
11110,log_report_type_233,4
11110,log_report_type_312,3
11110,log_report_type_313,6
11110,log_report_type_232,2
11110,log_report_type_235,2
11110,log_report_type_315,2
5269,log_report_type_232,3
5269,log_report_type_315,2
5269,log_report_type_233,5
5269,log_report_type_235,2
5269,log_report_type_313,5
5269,log_report_type_312,4
11074,log_report_type_232,3
11074,log_report_type_313,5
11074,log_report_type_235,3
11074,log_report_type_233,3
11074,log_report_type_315,4
11074,log_report_type_312,4
17160,log_report_type_232,1
17160,log_report_type_233,2
17160,log_report_type_313,1
17160,log_report_type_315,1
17160,log_report_type_312,1
17160,log_report_type_235,2
5052,log_report_type_315,2
5052,log_report_type_313,2
5052,log_report_type_232,1
5052,log_report_type_312,3
5052,log_report_type_233,2
5052,log_report_type_235,2
12753,log_report_type_315,8
12753,log_report_type_235,8
12753,log_report_type_307,1
12753,log_report_type_312,7
12753,log_report_type_232,3
12753,log_report_type_233,8
12753,log_report_type_313,8
6588,log_report_type_315,3
6588,log_report_type_233,3
6588,log_report_type_232,2
6588,log_report_type_313,5
6588,log_report_type_312,3
6588,log_report_type_235,2
2958,log_report_type_313,2
2958,log_report_type_232,2
2958,log_report_type_315,2
2958,log_report_type_235,2
2958,log_report_type_233,1
2958,log_report_type_312,2
5719,log_report_type_232,4
5719,log_report_type_233,8
5719,log_report_type_312,9
5719,log_report_type_235,8
5719,log_report_type_313,6
5719,log_report_type_315,5
660,log_report_type_232,2
660,log_report_type_307,1
660,log_report_type_312,2
660,log_report_type_315,1
660,log_report_type_313,2
2569,log_report_type_315,1
2569,log_report_type_232,1
2569,log_report_type_235,1
2569,log_report_type_233,2
2569,log_report_type_312,1
2569,log_report_type_313,2
11361,log_report_type_315,1
11361,log_report_type_233,2
11361,log_report_type_313,1
11361,log_report_type_235,2
11361,log_report_type_312,1
10398,log_report_type_315,1
10398,log_report_type_313,3
10398,log_report_type_312,1
10398,log_report_type_233,1
10398,log_report_type_235,1
522,log_report_type_235,2
522,log_report_type_232,1
522,log_report_type_315,2
522,log_report_type_313,2
522,log_report_type_160,1
522,log_report_type_237,1
522,log_report_type_233,2
522,log_report_type_181,1
522,log_report_type_135,1
522,log_report_type_312,2
5430,log_report_type_237,1
5430,log_report_type_181,1
5430,log_report_type_313,5
5430,log_report_type_160,1
5430,log_report_type_312,5
5430,log_report_type_315,2
5430,log_report_type_232,2
5430,log_report_type_233,3
5430,log_report_type_235,2
18155,log_report_type_307,1
18155,log_report_type_232,2
18155,log_report_type_313,5
18155,log_report_type_235,5
18155,log_report_type_312,4
18155,log_report_type_315,5
18155,log_report_type_233,5
14065,log_report_type_312,3
14065,log_report_type_233,3
14065,log_report_type_315,1
14065,log_report_type_313,3
14065,log_report_type_235,1
14065,log_report_type_232,3
388,log_report_type_232,3
388,log_report_type_233,6
388,log_report_type_235,4
388,log_report_type_313,7
388,log_report_type_315,4
388,log_report_type_312,4
9803,log_report_type_232,1
9803,log_report_type_235,2
9803,log_report_type_315,2
9803,log_report_type_313,4
9803,log_report_type_312,1
9803,log_report_type_233,4
14393,log_report_type_313,4
14393,log_report_type_232,2
14393,log_report_type_315,6
14393,log_report_type_312,3
14393,log_report_type_233,4
14393,log_report_type_235,3
6874,log_report_type_315,3
6874,log_report_type_235,5
6874,log_report_type_313,3
6874,log_report_type_312,3
6874,log_report_type_233,4
455,log_report_type_315,1
455,log_report_type_312,2
455,log_report_type_233,2
455,log_report_type_235,2
455,log_report_type_313,1
9826,log_report_type_312,5
9826,log_report_type_232,5
9826,log_report_type_235,3
9826,log_report_type_233,3
9826,log_report_type_315,3
9826,log_report_type_313,3
8195,log_report_type_233,5
8195,log_report_type_232,7
8195,log_report_type_313,8
8195,log_report_type_315,6
8195,log_report_type_235,4
8195,log_report_type_312,10
6004,log_report_type_307,1
6004,log_report_type_315,5
6004,log_report_type_232,4
6004,log_report_type_313,8
6004,log_report_type_235,4
6004,log_report_type_233,5
6004,log_report_type_312,8
1567,log_report_type_313,2
1567,log_report_type_312,1
1567,log_report_type_227,1
1567,log_report_type_315,3
1567,log_report_type_233,3
1567,log_report_type_235,3
1567,log_report_type_232,1
14005,log_report_type_312,2
14005,log_report_type_315,2
14005,log_report_type_313,2
7662,log_report_type_315,4
7662,log_report_type_232,3
7662,log_report_type_312,3
7662,log_report_type_235,3
7662,log_report_type_233,2
7662,log_report_type_313,3
18505,log_report_type_313,2
18505,log_report_type_235,2
18505,log_report_type_315,2
18505,log_report_type_233,2
10973,log_report_type_313,4
10973,log_report_type_232,2
10973,log_report_type_233,4
10973,log_report_type_235,2
10973,log_report_type_315,2
10973,log_report_type_312,2
8412,log_report_type_233,1
8412,log_report_type_235,1
8412,log_report_type_315,1
8412,log_report_type_313,1
12302,log_report_type_315,4
12302,log_report_type_312,5
12302,log_report_type_235,4
12302,log_report_type_232,5
12302,log_report_type_313,4
12302,log_report_type_233,4
10228,log_report_type_232,1
10228,log_report_type_233,1
10228,log_report_type_312,1
10228,log_report_type_313,1
4710,log_report_type_312,2
4710,log_report_type_233,1
4710,log_report_type_232,2
4710,log_report_type_313,1
15143,log_report_type_315,3
15143,log_report_type_312,2
15143,log_report_type_232,2
15143,log_report_type_313,5
15143,log_report_type_233,5
15143,log_report_type_235,3
17848,log_report_type_315,2
17848,log_report_type_307,1
17848,log_report_type_232,3
17848,log_report_type_313,1
17848,log_report_type_235,2
17848,log_report_type_312,2
17848,log_report_type_233,1
177,log_report_type_232,1
177,log_report_type_313,1
177,log_report_type_312,1
3648,log_report_type_227,1
3648,log_report_type_315,2
3648,log_report_type_220,1
3648,log_report_type_307,1
3648,log_report_type_135,1
3648,log_report_type_235,4
3648,log_report_type_232,4
3648,log_report_type_312,4
3648,log_report_type_313,1
3648,log_report_type_233,2
12595,log_report_type_313,2
12595,log_report_type_312,2
12595,log_report_type_233,2
12595,log_report_type_235,2
12595,log_report_type_315,2
12595,log_report_type_227,1
12595,log_report_type_307,1
12595,log_report_type_232,2
8499,log_report_type_312,3
8499,log_report_type_232,2
8499,log_report_type_233,4
8499,log_report_type_315,3
8499,log_report_type_313,4
8499,log_report_type_235,3
4609,log_report_type_233,1
4609,log_report_type_313,1
4609,log_report_type_312,3
4609,log_report_type_315,1
4609,log_report_type_232,3
4609,log_report_type_235,1
10067,log_report_type_232,2
10067,log_report_type_233,2
10067,log_report_type_315,3
10067,log_report_type_235,3
10067,log_report_type_313,2
10067,log_report_type_312,2
18132,log_report_type_233,3
18132,log_report_type_313,3
18132,log_report_type_315,3
18132,log_report_type_235,3
18132,log_report_type_312,2
18132,log_report_type_232,2
13238,log_report_type_315,1
13238,log_report_type_312,1
13238,log_report_type_235,1
13238,log_report_type_232,1
13238,log_report_type_233,1
13238,log_report_type_313,1
11894,log_report_type_235,2
11894,log_report_type_233,3
11894,log_report_type_315,2
11894,log_report_type_313,4
11894,log_report_type_232,4
11894,log_report_type_312,6
9912,log_report_type_232,3
9912,log_report_type_233,6
9912,log_report_type_315,4
9912,log_report_type_312,5
9912,log_report_type_313,5
9912,log_report_type_235,5
13776,log_report_type_232,2
13776,log_report_type_313,1
13776,log_report_type_312,2
13776,log_report_type_233,2
13776,log_report_type_235,2
13776,log_report_type_315,1
6119,log_report_type_312,3
6119,log_report_type_232,4
6119,log_report_type_233,3
6119,log_report_type_235,3
6119,log_report_type_315,4
6119,log_report_type_313,4
14579,log_report_type_313,2
14579,log_report_type_235,5
14579,log_report_type_233,2
14579,log_report_type_232,3
14579,log_report_type_315,3
14579,log_report_type_312,3
14644,log_report_type_233,4
14644,log_report_type_232,3
14644,log_report_type_307,1
14644,log_report_type_235,3
14644,log_report_type_315,3
14644,log_report_type_313,4
14644,log_report_type_312,3
7975,log_report_type_312,1
7975,log_report_type_235,1
7975,log_report_type_232,1
7975,log_report_type_233,1
1504,log_report_type_235,1
1504,log_report_type_313,2
1504,log_report_type_233,2
1504,log_report_type_232,2
1504,log_report_type_315,1
1504,log_report_type_312,2
17334,log_report_type_233,6
17334,log_report_type_232,4
17334,log_report_type_315,2
17334,log_report_type_312,5
17334,log_report_type_313,6
17334,log_report_type_235,2
6605,log_report_type_233,5
6605,log_report_type_232,3
6605,log_report_type_312,3
6605,log_report_type_315,3
6605,log_report_type_235,3
6605,log_report_type_313,6
3349,log_report_type_235,2
3349,log_report_type_315,1
3349,log_report_type_313,3
3349,log_report_type_233,4
12309,log_report_type_233,8
12309,log_report_type_313,8
12309,log_report_type_235,3
12309,log_report_type_232,1
12309,log_report_type_312,1
12309,log_report_type_315,3
14122,log_report_type_232,1
14122,log_report_type_233,5
14122,log_report_type_235,2
14122,log_report_type_312,1
14122,log_report_type_313,5
14122,log_report_type_315,2
944,log_report_type_315,4
944,log_report_type_313,5
944,log_report_type_235,3
944,log_report_type_233,4
944,log_report_type_232,2
944,log_report_type_312,2
14288,log_report_type_235,3
14288,log_report_type_313,3
14288,log_report_type_315,3
14288,log_report_type_232,2
14288,log_report_type_312,2
14288,log_report_type_233,3
11935,log_report_type_233,6
11935,log_report_type_312,3
11935,log_report_type_235,1
11935,log_report_type_307,2
11935,log_report_type_313,7
11935,log_report_type_315,2
11935,log_report_type_232,3
6049,log_report_type_233,6
6049,log_report_type_235,4
6049,log_report_type_232,3
6049,log_report_type_315,4
6049,log_report_type_313,7
6049,log_report_type_312,4
2057,log_report_type_232,8
2057,log_report_type_312,8
2057,log_report_type_227,1
2057,log_report_type_235,5
2057,log_report_type_315,4
2057,log_report_type_233,13
2057,log_report_type_313,12
2057,log_report_type_307,4
3939,log_report_type_312,7
3939,log_report_type_313,16
3939,log_report_type_315,5
3939,log_report_type_232,7
3939,log_report_type_233,15
3939,log_report_type_307,3
3939,log_report_type_227,2
3939,log_report_type_235,4
16772,log_report_type_307,3
16772,log_report_type_315,4
16772,log_report_type_313,9
16772,log_report_type_233,8
16772,log_report_type_227,1
16772,log_report_type_235,4
16772,log_report_type_312,6
16772,log_report_type_232,6
7182,log_report_type_315,1
7182,log_report_type_312,16
7182,log_report_type_235,3
7182,log_report_type_313,21
7182,log_report_type_233,23
7182,log_report_type_227,2
7182,log_report_type_307,5
7182,log_report_type_232,17
11391,log_report_type_235,4
11391,log_report_type_312,10
11391,log_report_type_307,3
11391,log_report_type_232,9
11391,log_report_type_315,6
11391,log_report_type_313,11
11391,log_report_type_233,9
11827,log_report_type_307,3
11827,log_report_type_348,1
11827,log_report_type_235,5
11827,log_report_type_315,5
11827,log_report_type_313,12
11827,log_report_type_301,1
11827,log_report_type_221,1
11827,log_report_type_227,2
11827,log_report_type_233,12
11827,log_report_type_312,6
11827,log_report_type_232,6
16555,log_report_type_235,7
16555,log_report_type_312,5
16555,log_report_type_232,5
16555,log_report_type_233,7
16555,log_report_type_313,7
16555,log_report_type_307,2
16555,log_report_type_315,6
6573,log_report_type_313,10
6573,log_report_type_233,10
6573,log_report_type_232,2
6573,log_report_type_235,4
6573,log_report_type_312,2
6573,log_report_type_315,4
6573,log_report_type_307,2
6573,log_report_type_227,1
12032,log_report_type_233,14
12032,log_report_type_313,13
12032,log_report_type_235,7
12032,log_report_type_232,8
12032,log_report_type_315,7
12032,log_report_type_312,8
1512,log_report_type_233,56
1512,log_report_type_307,10
1512,log_report_type_232,15
1512,log_report_type_227,4
1512,log_report_type_116,3
1512,log_report_type_312,15
1512,log_report_type_313,57
1512,log_report_type_315,46
1512,log_report_type_235,49
1458,log_report_type_233,12
1458,log_report_type_312,5
1458,log_report_type_227,1
1458,log_report_type_235,48
1458,log_report_type_307,3
1458,log_report_type_116,133
1458,log_report_type_315,82
1458,log_report_type_313,13
1458,log_report_type_232,5
17660,log_report_type_313,11
17660,log_report_type_227,3
17660,log_report_type_315,4
17660,log_report_type_232,5
17660,log_report_type_233,11
17660,log_report_type_235,4
17660,log_report_type_312,5
17660,log_report_type_307,3
352,log_report_type_315,4
352,log_report_type_312,9
352,log_report_type_235,5
352,log_report_type_233,13
352,log_report_type_232,9
352,log_report_type_307,3
352,log_report_type_313,12
4589,log_report_type_313,6
4589,log_report_type_235,4
4589,log_report_type_307,2
4589,log_report_type_233,6
4589,log_report_type_232,5
4589,log_report_type_312,5
4589,log_report_type_227,1
4589,log_report_type_315,4
4190,log_report_type_235,1
4190,log_report_type_315,1
4190,log_report_type_233,4
4190,log_report_type_313,5
16907,log_report_type_232,2
16907,log_report_type_312,2
16907,log_report_type_315,1
16907,log_report_type_233,2
16907,log_report_type_313,2
16907,log_report_type_235,1
5794,log_report_type_233,3
5794,log_report_type_312,2
5794,log_report_type_232,2
5794,log_report_type_307,2
5794,log_report_type_235,1
5794,log_report_type_313,2
14508,log_report_type_233,3
14508,log_report_type_313,4
14508,log_report_type_307,3
14508,log_report_type_312,3
14508,log_report_type_227,1
14508,log_report_type_315,1
14508,log_report_type_232,3
6509,log_report_type_227,1
6509,log_report_type_233,6
6509,log_report_type_235,3
6509,log_report_type_313,6
6509,log_report_type_307,1
