id,assembly_line_type
5875,assembly_line_type_7
5875,assembly_line_type_10
13734,assembly_line_type_6
13734,assembly_line_type_8
6621,assembly_line_type_6
6621,assembly_line_type_8
537,assembly_line_type_6
537,assembly_line_type_8
14337,assembly_line_type_2
599,assembly_line_type_2
7383,assembly_line_type_8
7383,assembly_line_type_6
17249,assembly_line_type_4
17249,assembly_line_type_8
10974,assembly_line_type_8
10974,assembly_line_type_4
6351,assembly_line_type_8
6351,assembly_line_type_4
3858,assembly_line_type_8
5126,assembly_line_type_6
5126,assembly_line_type_8
16048,assembly_line_type_8
16048,assembly_line_type_6
12324,assembly_line_type_8
12324,assembly_line_type_6
12161,assembly_line_type_8
12161,assembly_line_type_4
8937,assembly_line_type_6
14614,assembly_line_type_1
14614,assembly_line_type_8
14614,assembly_line_type_6
6170,assembly_line_type_8
6170,assembly_line_type_6
14447,assembly_line_type_8
11512,assembly_line_type_8
11090,assembly_line_type_8
11090,assembly_line_type_7
3424,assembly_line_type_8
1004,assembly_line_type_8
1004,assembly_line_type_6
8206,assembly_line_type_6
5537,assembly_line_type_6
5537,assembly_line_type_8
17038,assembly_line_type_6
17038,assembly_line_type_8
9116,assembly_line_type_6
9116,assembly_line_type_8
18416,assembly_line_type_8
18416,assembly_line_type_6
3407,assembly_line_type_6
3407,assembly_line_type_8
7775,assembly_line_type_2
7728,assembly_line_type_2
1730,assembly_line_type_2
4979,assembly_line_type_8
4979,assembly_line_type_1
13214,assembly_line_type_8
5629,assembly_line_type_8
3575,assembly_line_type_8
1646,assembly_line_type_8
9022,assembly_line_type_8
5087,assembly_line_type_8
5358,assembly_line_type_8
5599,assembly_line_type_8
9350,assembly_line_type_8
14867,assembly_line_type_8
6385,assembly_line_type_8
11027,assembly_line_type_8
90,assembly_line_type_8
15956,assembly_line_type_8
12401,assembly_line_type_8
10992,assembly_line_type_8
12366,assembly_line_type_8
5260,assembly_line_type_8
2603,assembly_line_type_8
14768,assembly_line_type_8
10104,assembly_line_type_8
15025,assembly_line_type_8
11285,assembly_line_type_8
1964,assembly_line_type_8
8118,assembly_line_type_8
18439,assembly_line_type_8
8645,assembly_line_type_8
2023,assembly_line_type_8
94,assembly_line_type_8
16483,assembly_line_type_8
7329,assembly_line_type_8
9039,assembly_line_type_8
6310,assembly_line_type_8
15761,assembly_line_type_8
6982,assembly_line_type_8
17860,assembly_line_type_8
9442,assembly_line_type_8
16590,assembly_line_type_8
25,assembly_line_type_8
1957,assembly_line_type_2
1957,assembly_line_type_8
10214,assembly_line_type_8
9921,assembly_line_type_8
14209,assembly_line_type_8
2626,assembly_line_type_8
14606,assembly_line_type_8
11483,assembly_line_type_8
16817,assembly_line_type_8
9632,assembly_line_type_8
15407,assembly_line_type_8
6455,assembly_line_type_8
7011,assembly_line_type_8
5289,assembly_line_type_2
1902,assembly_line_type_8
6164,assembly_line_type_8
14344,assembly_line_type_8
1589,assembly_line_type_8
7509,assembly_line_type_8
18239,assembly_line_type_8
3391,assembly_line_type_8
10939,assembly_line_type_8
6857,assembly_line_type_8
3433,assembly_line_type_2
14758,assembly_line_type_8
7222,assembly_line_type_8
15476,assembly_line_type_8
13162,assembly_line_type_8
15441,assembly_line_type_8
6813,assembly_line_type_8
1120,assembly_line_type_8
13916,assembly_line_type_8
3281,assembly_line_type_8
15933,assembly_line_type_8
1899,assembly_line_type_8
1899,assembly_line_type_2
3769,assembly_line_type_8
17049,assembly_line_type_8
15814,assembly_line_type_8
14597,assembly_line_type_8
9019,assembly_line_type_8
3860,assembly_line_type_8
12002,assembly_line_type_8
10479,assembly_line_type_2
4715,assembly_line_type_2
13803,assembly_line_type_8
4069,assembly_line_type_8
4219,assembly_line_type_8
10573,assembly_line_type_8
4969,assembly_line_type_8
9908,assembly_line_type_8
6197,assembly_line_type_8
8583,assembly_line_type_8
15370,assembly_line_type_8
5493,assembly_line_type_8
3199,assembly_line_type_8
1309,assembly_line_type_8
17232,assembly_line_type_8
1005,assembly_line_type_8
9470,assembly_line_type_8
10359,assembly_line_type_2
18456,assembly_line_type_2
6718,assembly_line_type_8
1370,assembly_line_type_8
14897,assembly_line_type_8
1973,assembly_line_type_8
7657,assembly_line_type_8
862,assembly_line_type_8
10478,assembly_line_type_8
10794,assembly_line_type_2
10794,assembly_line_type_8
6870,assembly_line_type_8
4022,assembly_line_type_8
5587,assembly_line_type_8
4378,assembly_line_type_2
16987,assembly_line_type_2
17248,assembly_line_type_8
17248,assembly_line_type_2
16288,assembly_line_type_2
18157,assembly_line_type_2
407,assembly_line_type_2
8270,assembly_line_type_2
16719,assembly_line_type_2
3638,assembly_line_type_2
10716,assembly_line_type_2
16676,assembly_line_type_2
4561,assembly_line_type_2
7535,assembly_line_type_2
10244,assembly_line_type_2
103,assembly_line_type_8
103,assembly_line_type_2
4997,assembly_line_type_2
4997,assembly_line_type_8
17282,assembly_line_type_8
17282,assembly_line_type_2
15039,assembly_line_type_2
10525,assembly_line_type_8
15221,assembly_line_type_8
12992,assembly_line_type_8
13528,assembly_line_type_8
906,assembly_line_type_8
8422,assembly_line_type_8
3073,assembly_line_type_2
7850,assembly_line_type_2
10741,assembly_line_type_8
6343,assembly_line_type_2
1697,assembly_line_type_2
15289,assembly_line_type_2
17719,assembly_line_type_2
14544,assembly_line_type_2
13712,assembly_line_type_8
11436,assembly_line_type_2
13149,assembly_line_type_2
13149,assembly_line_type_8
747,assembly_line_type_2
946,assembly_line_type_2
7731,assembly_line_type_2
3453,assembly_line_type_2
7630,assembly_line_type_2
1462,assembly_line_type_2
17115,assembly_line_type_2
18136,assembly_line_type_2
11488,assembly_line_type_2
12246,assembly_line_type_2
1708,assembly_line_type_2
11359,assembly_line_type_2
1647,assembly_line_type_8
8108,assembly_line_type_2
9799,assembly_line_type_2
2649,assembly_line_type_2
7550,assembly_line_type_2
4291,assembly_line_type_2
1592,assembly_line_type_2
4272,assembly_line_type_2
9092,assembly_line_type_2
17945,assembly_line_type_2
9709,assembly_line_type_2
6632,assembly_line_type_2
17882,assembly_line_type_2
9384,assembly_line_type_2
7987,assembly_line_type_2
11378,assembly_line_type_2
4679,assembly_line_type_2
3982,assembly_line_type_2
12991,assembly_line_type_2
12290,assembly_line_type_2
11998,assembly_line_type_2
4865,assembly_line_type_2
15048,assembly_line_type_2
6150,assembly_line_type_2
1594,assembly_line_type_2
934,assembly_line_type_2
2674,assembly_line_type_2
2452,assembly_line_type_8
2452,assembly_line_type_2
2530,assembly_line_type_2
5419,assembly_line_type_2
11967,assembly_line_type_2
3697,assembly_line_type_2
5053,assembly_line_type_2
11810,assembly_line_type_2
12375,assembly_line_type_2
17288,assembly_line_type_2
15565,assembly_line_type_2
12976,assembly_line_type_2
12976,assembly_line_type_8
17817,assembly_line_type_2
2092,assembly_line_type_2
2545,assembly_line_type_2
15414,assembly_line_type_2
9613,assembly_line_type_2
837,assembly_line_type_2
2232,assembly_line_type_2
6496,assembly_line_type_2
8002,assembly_line_type_2
11389,assembly_line_type_2
6485,assembly_line_type_2
2238,assembly_line_type_2
16191,assembly_line_type_2
11858,assembly_line_type_2
5685,assembly_line_type_2
1224,assembly_line_type_2
9262,assembly_line_type_2
5814,assembly_line_type_2
727,assembly_line_type_2
18441,assembly_line_type_2
15725,assembly_line_type_2
14538,assembly_line_type_2
7709,assembly_line_type_2
731,assembly_line_type_2
2627,assembly_line_type_2
17112,assembly_line_type_2
10042,assembly_line_type_2
4384,assembly_line_type_2
11164,assembly_line_type_2
808,assembly_line_type_2
11416,assembly_line_type_2
10672,assembly_line_type_2
15576,assembly_line_type_2
14121,assembly_line_type_2
17394,assembly_line_type_2
5838,assembly_line_type_2
8676,assembly_line_type_2
14725,assembly_line_type_2
3661,assembly_line_type_2
2962,assembly_line_type_2
3791,assembly_line_type_2
5735,assembly_line_type_8
5735,assembly_line_type_2
1361,assembly_line_type_2
107,assembly_line_type_2
5205,assembly_line_type_2
13156,assembly_line_type_2
13187,assembly_line_type_2
2826,assembly_line_type_2
8714,assembly_line_type_2
10613,assembly_line_type_2
1805,assembly_line_type_2
4789,assembly_line_type_2
11917,assembly_line_type_2
12008,assembly_line_type_2
11881,assembly_line_type_2
2347,assembly_line_type_2
18104,assembly_line_type_2
18104,assembly_line_type_8
2387,assembly_line_type_2
10807,assembly_line_type_2
6206,assembly_line_type_2
13895,assembly_line_type_2
1554,assembly_line_type_2
9479,assembly_line_type_2
11697,assembly_line_type_2
14559,assembly_line_type_2
6821,assembly_line_type_2
16023,assembly_line_type_2
2364,assembly_line_type_2
13043,assembly_line_type_2
10178,assembly_line_type_2
11282,assembly_line_type_2
5095,assembly_line_type_2
5095,assembly_line_type_8
10964,assembly_line_type_2
10310,assembly_line_type_2
14177,assembly_line_type_2
2473,assembly_line_type_2
5687,assembly_line_type_2
13364,assembly_line_type_2
16961,assembly_line_type_2
5914,assembly_line_type_2
1696,assembly_line_type_2
16553,assembly_line_type_2
942,assembly_line_type_2
7936,assembly_line_type_2
17150,assembly_line_type_2
9463,assembly_line_type_2
4478,assembly_line_type_2
18312,assembly_line_type_2
14167,assembly_line_type_2
7495,assembly_line_type_2
3583,assembly_line_type_2
13831,assembly_line_type_2
3072,assembly_line_type_2
12792,assembly_line_type_2
17307,assembly_line_type_2
17252,assembly_line_type_2
474,assembly_line_type_2
7948,assembly_line_type_2
1014,assembly_line_type_2
10484,assembly_line_type_2
14794,assembly_line_type_2
14476,assembly_line_type_2
5727,assembly_line_type_2
2065,assembly_line_type_2
10651,assembly_line_type_2
4743,assembly_line_type_8
9786,assembly_line_type_8
17078,assembly_line_type_8
8458,assembly_line_type_8
16256,assembly_line_type_3
4788,assembly_line_type_8
5593,assembly_line_type_8
7566,assembly_line_type_8
13886,assembly_line_type_2
1618,assembly_line_type_2
1618,assembly_line_type_8
305,assembly_line_type_8
13849,assembly_line_type_8
11644,assembly_line_type_8
8991,assembly_line_type_8
3413,assembly_line_type_8
1176,assembly_line_type_8
1176,assembly_line_type_2
16409,assembly_line_type_8
8332,assembly_line_type_2
4974,assembly_line_type_2
4974,assembly_line_type_8
15512,assembly_line_type_2
6736,assembly_line_type_8
15715,assembly_line_type_2
15715,assembly_line_type_8
10187,assembly_line_type_8
10187,assembly_line_type_2
17676,assembly_line_type_8
17676,assembly_line_type_2
10899,assembly_line_type_8
2180,assembly_line_type_8
2180,assembly_line_type_2
8164,assembly_line_type_2
8164,assembly_line_type_8
9011,assembly_line_type_3
9011,assembly_line_type_8
9011,assembly_line_type_2
2362,assembly_line_type_2
2362,assembly_line_type_8
7815,assembly_line_type_8
7815,assembly_line_type_2
13430,assembly_line_type_8
4755,assembly_line_type_8
4755,assembly_line_type_2
10186,assembly_line_type_8
5176,assembly_line_type_8
5176,assembly_line_type_2
15611,assembly_line_type_2
15611,assembly_line_type_8
5263,assembly_line_type_8
5263,assembly_line_type_2
18550,assembly_line_type_8
9764,assembly_line_type_8
9764,assembly_line_type_2
4486,assembly_line_type_8
12589,assembly_line_type_8
14543,assembly_line_type_2
14543,assembly_line_type_8
12846,assembly_line_type_2
12846,assembly_line_type_8
4666,assembly_line_type_8
8311,assembly_line_type_8
5150,assembly_line_type_8
4972,assembly_line_type_2
11785,assembly_line_type_2
11979,assembly_line_type_2
18125,assembly_line_type_2
15949,assembly_line_type_2
12684,assembly_line_type_2
7651,assembly_line_type_2
2892,assembly_line_type_2
9650,assembly_line_type_2
8334,assembly_line_type_2
3185,assembly_line_type_2
1678,assembly_line_type_2
17117,assembly_line_type_2
1407,assembly_line_type_2
6683,assembly_line_type_2
16356,assembly_line_type_2
18168,assembly_line_type_2
17901,assembly_line_type_8
17901,assembly_line_type_2
14804,assembly_line_type_2
14804,assembly_line_type_8
3046,assembly_line_type_2
17904,assembly_line_type_2
8469,assembly_line_type_2
1585,assembly_line_type_2
5825,assembly_line_type_2
11506,assembly_line_type_2
15095,assembly_line_type_2
4866,assembly_line_type_2
10880,assembly_line_type_2
6449,assembly_line_type_2
1478,assembly_line_type_2
8386,assembly_line_type_2
1469,assembly_line_type_2
4558,assembly_line_type_2
2468,assembly_line_type_2
6214,assembly_line_type_2
17036,assembly_line_type_2
2215,assembly_line_type_2
6875,assembly_line_type_2
16616,assembly_line_type_2
251,assembly_line_type_2
8112,assembly_line_type_2
16922,assembly_line_type_2
15696,assembly_line_type_2
7880,assembly_line_type_2
15117,assembly_line_type_2
6815,assembly_line_type_2
16527,assembly_line_type_2
1374,assembly_line_type_2
7511,assembly_line_type_2
11332,assembly_line_type_2
4962,assembly_line_type_2
15505,assembly_line_type_2
13489,assembly_line_type_2
10128,assembly_line_type_2
1040,assembly_line_type_2
3574,assembly_line_type_2
17437,assembly_line_type_2
637,assembly_line_type_2
18280,assembly_line_type_2
16266,assembly_line_type_2
18082,assembly_line_type_2
14977,assembly_line_type_2
591,assembly_line_type_2
9578,assembly_line_type_2
11428,assembly_line_type_2
341,assembly_line_type_2
15585,assembly_line_type_2
519,assembly_line_type_2
248,assembly_line_type_2
10736,assembly_line_type_2
14357,assembly_line_type_2
11747,assembly_line_type_2
16124,assembly_line_type_2
11623,assembly_line_type_2
8498,assembly_line_type_2
15442,assembly_line_type_2
6441,assembly_line_type_2
10215,assembly_line_type_2
14943,assembly_line_type_2
14397,assembly_line_type_2
4012,assembly_line_type_2
3172,assembly_line_type_2
1261,assembly_line_type_2
8960,assembly_line_type_2
4773,assembly_line_type_2
4827,assembly_line_type_2
3598,assembly_line_type_2
2501,assembly_line_type_2
9071,assembly_line_type_2
4826,assembly_line_type_2
16598,assembly_line_type_2
17057,assembly_line_type_2
3013,assembly_line_type_2
755,assembly_line_type_2
12405,assembly_line_type_2
14829,assembly_line_type_2
4437,assembly_line_type_2
6657,assembly_line_type_2
10920,assembly_line_type_2
12289,assembly_line_type_2
16609,assembly_line_type_2
16850,assembly_line_type_2
9640,assembly_line_type_2
17847,assembly_line_type_2
17553,assembly_line_type_2
5360,assembly_line_type_2
5266,assembly_line_type_2
600,assembly_line_type_2
18080,assembly_line_type_2
5819,assembly_line_type_2
14058,assembly_line_type_2
15796,assembly_line_type_2
2751,assembly_line_type_2
1162,assembly_line_type_2
11956,assembly_line_type_2
3970,assembly_line_type_2
7906,assembly_line_type_2
17938,assembly_line_type_2
5056,assembly_line_type_2
17823,assembly_line_type_2
14363,assembly_line_type_2
4926,assembly_line_type_8
4926,assembly_line_type_2
14814,assembly_line_type_2
5958,assembly_line_type_2
10701,assembly_line_type_2
5097,assembly_line_type_2
891,assembly_line_type_2
562,assembly_line_type_2
7646,assembly_line_type_2
2132,assembly_line_type_2
1385,assembly_line_type_2
5012,assembly_line_type_2
3180,assembly_line_type_2
472,assembly_line_type_2
13853,assembly_line_type_2
12215,assembly_line_type_2
14389,assembly_line_type_2
15208,assembly_line_type_2
16623,assembly_line_type_2
16770,assembly_line_type_2
16245,assembly_line_type_2
9142,assembly_line_type_2
3923,assembly_line_type_2
15154,assembly_line_type_2
14123,assembly_line_type_2
3314,assembly_line_type_2
9089,assembly_line_type_2
14914,assembly_line_type_2
6882,assembly_line_type_2
3034,assembly_line_type_2
22,assembly_line_type_2
613,assembly_line_type_2
15404,assembly_line_type_2
4730,assembly_line_type_2
7448,assembly_line_type_2
18503,assembly_line_type_2
3913,assembly_line_type_2
9636,assembly_line_type_2
5342,assembly_line_type_2
7856,assembly_line_type_2
9206,assembly_line_type_2
7188,assembly_line_type_2
3382,assembly_line_type_2
8732,assembly_line_type_2
14805,assembly_line_type_2
14625,assembly_line_type_2
11864,assembly_line_type_2
8504,assembly_line_type_2
3559,assembly_line_type_2
14007,assembly_line_type_2
9937,assembly_line_type_2
7425,assembly_line_type_2
10264,assembly_line_type_2
13871,assembly_line_type_2
4259,assembly_line_type_2
16307,assembly_line_type_2
3588,assembly_line_type_2
14478,assembly_line_type_2
7520,assembly_line_type_2
9358,assembly_line_type_2
11982,assembly_line_type_2
16332,assembly_line_type_2
6444,assembly_line_type_2
6571,assembly_line_type_2
15271,assembly_line_type_2
15597,assembly_line_type_2
17264,assembly_line_type_2
13272,assembly_line_type_2
5854,assembly_line_type_2
17175,assembly_line_type_2
62,assembly_line_type_2
11693,assembly_line_type_2
7206,assembly_line_type_2
9424,assembly_line_type_2
15941,assembly_line_type_2
11480,assembly_line_type_2
2264,assembly_line_type_2
12526,assembly_line_type_2
13143,assembly_line_type_2
14299,assembly_line_type_2
7082,assembly_line_type_2
17464,assembly_line_type_2
12878,assembly_line_type_2
13197,assembly_line_type_2
12156,assembly_line_type_2
2160,assembly_line_type_2
459,assembly_line_type_2
17401,assembly_line_type_2
16666,assembly_line_type_2
18043,assembly_line_type_2
13248,assembly_line_type_2
7447,assembly_line_type_2
12763,assembly_line_type_2
15874,assembly_line_type_2
10322,assembly_line_type_2
6811,assembly_line_type_2
4412,assembly_line_type_2
16956,assembly_line_type_2
2242,assembly_line_type_2
16844,assembly_line_type_2
10389,assembly_line_type_2
7207,assembly_line_type_2
6619,assembly_line_type_2
14886,assembly_line_type_2
16508,assembly_line_type_2
12508,assembly_line_type_2
13682,assembly_line_type_2
3394,assembly_line_type_2
2370,assembly_line_type_2
14202,assembly_line_type_2
11949,assembly_line_type_2
5809,assembly_line_type_2
16532,assembly_line_type_2
16910,assembly_line_type_2
17359,assembly_line_type_2
6117,assembly_line_type_2
5927,assembly_line_type_2
12904,assembly_line_type_2
16119,assembly_line_type_2
887,assembly_line_type_2
18164,assembly_line_type_2
8375,assembly_line_type_2
17287,assembly_line_type_2
12187,assembly_line_type_2
1780,assembly_line_type_2
18047,assembly_line_type_2
7555,assembly_line_type_2
10488,assembly_line_type_2
17167,assembly_line_type_2
17167,assembly_line_type_8
12968,assembly_line_type_2
10848,assembly_line_type_2
1580,assembly_line_type_2
11110,assembly_line_type_2
5269,assembly_line_type_2
11074,assembly_line_type_2
17160,assembly_line_type_2
5052,assembly_line_type_2
12753,assembly_line_type_2
6588,assembly_line_type_2
2958,assembly_line_type_2
5719,assembly_line_type_2
660,assembly_line_type_2
2569,assembly_line_type_2
11361,assembly_line_type_2
10398,assembly_line_type_2
522,assembly_line_type_2
522,assembly_line_type_8
5430,assembly_line_type_8
5430,assembly_line_type_2
18155,assembly_line_type_2
14065,assembly_line_type_2
388,assembly_line_type_2
9803,assembly_line_type_2
14393,assembly_line_type_2
6874,assembly_line_type_2
455,assembly_line_type_2
9826,assembly_line_type_2
8195,assembly_line_type_2
6004,assembly_line_type_2
1567,assembly_line_type_2
14005,assembly_line_type_2
7662,assembly_line_type_2
18505,assembly_line_type_2
10973,assembly_line_type_2
8412,assembly_line_type_2
12302,assembly_line_type_2
10228,assembly_line_type_2
4710,assembly_line_type_2
15143,assembly_line_type_2
17848,assembly_line_type_2
177,assembly_line_type_2
3648,assembly_line_type_2
12595,assembly_line_type_2
8499,assembly_line_type_2
4609,assembly_line_type_2
10067,assembly_line_type_2
18132,assembly_line_type_2
13238,assembly_line_type_2
11894,assembly_line_type_2
9912,assembly_line_type_2
13776,assembly_line_type_2
6119,assembly_line_type_2
14579,assembly_line_type_2
14644,assembly_line_type_2
7975,assembly_line_type_2
1504,assembly_line_type_2
17334,assembly_line_type_2
6605,assembly_line_type_2
3349,assembly_line_type_2
12309,assembly_line_type_2
14122,assembly_line_type_2
944,assembly_line_type_2
14288,assembly_line_type_2
11935,assembly_line_type_2
6049,assembly_line_type_2
2057,assembly_line_type_2
3939,assembly_line_type_2
16772,assembly_line_type_2
7182,assembly_line_type_2
11391,assembly_line_type_2
11827,assembly_line_type_2
16555,assembly_line_type_2
6573,assembly_line_type_2
12032,assembly_line_type_2
1512,assembly_line_type_2
1458,assembly_line_type_2
17660,assembly_line_type_2
352,assembly_line_type_2
4589,assembly_line_type_2
4190,assembly_line_type_2
16907,assembly_line_type_2
5794,assembly_line_type_2
14508,assembly_line_type_2
6509,assembly_line_type_2
9583,assembly_line_type_2
17456,assembly_line_type_2
5396,assembly_line_type_2
15828,assembly_line_type_2
17586,assembly_line_type_2
11185,assembly_line_type_2
5177,assembly_line_type_2
12043,assembly_line_type_2
14912,assembly_line_type_2
1629,assembly_line_type_2
4427,assembly_line_type_2
7697,assembly_line_type_2
8339,assembly_line_type_2
14071,assembly_line_type_2
13971,assembly_line_type_2
8969,assembly_line_type_2
1388,assembly_line_type_2
16116,assembly_line_type_2
6380,assembly_line_type_2
2835,assembly_line_type_2
14666,assembly_line_type_2
3990,assembly_line_type_2
7876,assembly_line_type_2
3006,assembly_line_type_2
9288,assembly_line_type_2
18227,assembly_line_type_2
4221,assembly_line_type_2
18160,assembly_line_type_2
7785,assembly_line_type_2
4646,assembly_line_type_2
13082,assembly_line_type_2
3628,assembly_line_type_2
797,assembly_line_type_2
13563,assembly_line_type_2
13703,assembly_line_type_2
4484,assembly_line_type_2
2513,assembly_line_type_2
8871,assembly_line_type_2
4961,assembly_line_type_2
11003,assembly_line_type_2
8205,assembly_line_type_2
11191,assembly_line_type_2
17207,assembly_line_type_2
2987,assembly_line_type_2
6851,assembly_line_type_2
16431,assembly_line_type_2
18,assembly_line_type_2
14901,assembly_line_type_2
12905,assembly_line_type_2
8630,assembly_line_type_2
199,assembly_line_type_2
10817,assembly_line_type_2
6618,assembly_line_type_2
14185,assembly_line_type_2
7930,assembly_line_type_2
15818,assembly_line_type_2
10218,assembly_line_type_2
15719,assembly_line_type_2
1509,assembly_line_type_2
9057,assembly_line_type_2
17582,assembly_line_type_2
4898,assembly_line_type_2
6785,assembly_line_type_2
16190,assembly_line_type_2
8427,assembly_line_type_2
16567,assembly_line_type_2
12056,assembly_line_type_2
15888,assembly_line_type_2
2553,assembly_line_type_2
9422,assembly_line_type_2
3476,assembly_line_type_2
3957,assembly_line_type_2
10070,assembly_line_type_2
13126,assembly_line_type_2
12603,assembly_line_type_2
14615,assembly_line_type_2
14180,assembly_line_type_2
1069,assembly_line_type_2
16643,assembly_line_type_2
10379,assembly_line_type_2
9705,assembly_line_type_2
13905,assembly_line_type_2
1834,assembly_line_type_2
4425,assembly_line_type_2
4425,assembly_line_type_8
2078,assembly_line_type_2
1895,assembly_line_type_2
1142,assembly_line_type_2
11850,assembly_line_type_2
3343,assembly_line_type_2
17999,assembly_line_type_2
13132,assembly_line_type_2
12859,assembly_line_type_2
2386,assembly_line_type_2
12167,assembly_line_type_2
15755,assembly_line_type_2
5960,assembly_line_type_2
7712,assembly_line_type_2
8758,assembly_line_type_2
7874,assembly_line_type_2
14205,assembly_line_type_2
16852,assembly_line_type_2
14555,assembly_line_type_2
831,assembly_line_type_2
18428,assembly_line_type_2
11344,assembly_line_type_2
13764,assembly_line_type_2
10650,assembly_line_type_2
8405,assembly_line_type_2
6246,assembly_line_type_2
13876,assembly_line_type_2
14866,assembly_line_type_2
11135,assembly_line_type_2
12421,assembly_line_type_2
1405,assembly_line_type_2
16368,assembly_line_type_2
9335,assembly_line_type_2
5906,assembly_line_type_2
14446,assembly_line_type_2
1658,assembly_line_type_2
12510,assembly_line_type_2
9177,assembly_line_type_2
1354,assembly_line_type_2
4194,assembly_line_type_2
2833,assembly_line_type_2
2613,assembly_line_type_2
10690,assembly_line_type_2
10473,assembly_line_type_2
6013,assembly_line_type_2
4799,assembly_line_type_2
4905,assembly_line_type_2
4995,assembly_line_type_2
9748,assembly_line_type_2
15845,assembly_line_type_2
11213,assembly_line_type_2
15609,assembly_line_type_2
9779,assembly_line_type_2
7563,assembly_line_type_2
9400,assembly_line_type_2
3467,assembly_line_type_2
16249,assembly_line_type_2
2398,assembly_line_type_2
16974,assembly_line_type_2
17479,assembly_line_type_2
1445,assembly_line_type_2
9689,assembly_line_type_2
15849,assembly_line_type_2
15971,assembly_line_type_2
14259,assembly_line_type_2
7327,assembly_line_type_2
8025,assembly_line_type_2
14883,assembly_line_type_2
9434,assembly_line_type_2
14168,assembly_line_type_2
14632,assembly_line_type_2
4072,assembly_line_type_2
7700,assembly_line_type_2
1457,assembly_line_type_2
1249,assembly_line_type_2
16864,assembly_line_type_2
2539,assembly_line_type_2
17372,assembly_line_type_2
8569,assembly_line_type_2
8078,assembly_line_type_2
13579,assembly_line_type_2
4752,assembly_line_type_2
12190,assembly_line_type_2
13236,assembly_line_type_2
5038,assembly_line_type_2
15322,assembly_line_type_2
18437,assembly_line_type_2
8923,assembly_line_type_2
3787,assembly_line_type_2
11283,assembly_line_type_2
8349,assembly_line_type_2
15738,assembly_line_type_2
551,assembly_line_type_2
5131,assembly_line_type_2
1961,assembly_line_type_2
5414,assembly_line_type_2
13690,assembly_line_type_2
17866,assembly_line_type_2
16093,assembly_line_type_2
4112,assembly_line_type_2
13613,assembly_line_type_2
13594,assembly_line_type_2
6881,assembly_line_type_2
990,assembly_line_type_2
3806,assembly_line_type_2
13530,assembly_line_type_2
17483,assembly_line_type_2
1343,assembly_line_type_2
5365,assembly_line_type_2
11288,assembly_line_type_2
6391,assembly_line_type_2
1562,assembly_line_type_2
15018,assembly_line_type_2
4505,assembly_line_type_2
9954,assembly_line_type_2
6411,assembly_line_type_2
1337,assembly_line_type_2
7969,assembly_line_type_2
10894,assembly_line_type_2
11596,assembly_line_type_2
10570,assembly_line_type_2
1937,assembly_line_type_2
11871,assembly_line_type_2
15789,assembly_line_type_2
13678,assembly_line_type_8
13678,assembly_line_type_2
16398,assembly_line_type_2
9214,assembly_line_type_2
5680,assembly_line_type_2
2549,assembly_line_type_2
836,assembly_line_type_2
14055,assembly_line_type_2
735,assembly_line_type_2
10643,assembly_line_type_2
16890,assembly_line_type_2
11783,assembly_line_type_2
12746,assembly_line_type_2
12674,assembly_line_type_2
17044,assembly_line_type_2
7111,assembly_line_type_2
8315,assembly_line_type_2
7265,assembly_line_type_8
7265,assembly_line_type_6
2173,assembly_line_type_6
2173,assembly_line_type_8
16224,assembly_line_type_2
16224,assembly_line_type_8
16224,assembly_line_type_1
14835,assembly_line_type_8
16652,assembly_line_type_8
16652,assembly_line_type_4
5911,assembly_line_type_6
5911,assembly_line_type_8
13177,assembly_line_type_6
13177,assembly_line_type_8
14815,assembly_line_type_8
17939,assembly_line_type_8
17939,assembly_line_type_6
4361,assembly_line_type_6
4940,assembly_line_type_2
13034,assembly_line_type_8
13034,assembly_line_type_6
1025,assembly_line_type_8
1025,assembly_line_type_7
13485,assembly_line_type_8
9678,assembly_line_type_8
654,assembly_line_type_8
5474,assembly_line_type_7
6102,assembly_line_type_6
6102,assembly_line_type_8
14489,assembly_line_type_7
3095,assembly_line_type_4
3095,assembly_line_type_8
3083,assembly_line_type_6
3083,assembly_line_type_8
14884,assembly_line_type_6
14884,assembly_line_type_8
952,assembly_line_type_8
952,assembly_line_type_6
6393,assembly_line_type_4
6393,assembly_line_type_8
6735,assembly_line_type_8
6735,assembly_line_type_7
6735,assembly_line_type_6
406,assembly_line_type_2
406,assembly_line_type_7
406,assembly_line_type_8
406,assembly_line_type_6
406,assembly_line_type_4
10559,assembly_line_type_8
10559,assembly_line_type_6
5855,assembly_line_type_8
5855,assembly_line_type_4
12185,assembly_line_type_8
12185,assembly_line_type_6
8855,assembly_line_type_6
8855,assembly_line_type_8
8494,assembly_line_type_4
8494,assembly_line_type_8
5590,assembly_line_type_8
5590,assembly_line_type_4
18521,assembly_line_type_8
18521,assembly_line_type_6
6873,assembly_line_type_6
10890,assembly_line_type_8
2014,assembly_line_type_8
2977,assembly_line_type_10
2977,assembly_line_type_6
2977,assembly_line_type_7
2977,assembly_line_type_8
10224,assembly_line_type_7
16179,assembly_line_type_8
16179,assembly_line_type_7
11616,assembly_line_type_7
10158,assembly_line_type_7
11449,assembly_line_type_7
7158,assembly_line_type_7
7158,assembly_line_type_8
17665,assembly_line_type_7
2496,assembly_line_type_8
11423,assembly_line_type_6
11423,assembly_line_type_8
217,assembly_line_type_8
217,assembly_line_type_6
5624,assembly_line_type_8
5624,assembly_line_type_6
