id,car_variant
8304,car_variant_15
8304,car_variant_11
9411,car_variant_15
9411,car_variant_11
2121,car_variant_11
2121,car_variant_15
7860,car_variant_11
7860,car_variant_15
5034,car_variant_15
5034,car_variant_11
15130,car_variant_15
15130,car_variant_11
6801,car_variant_11
6801,car_variant_15
7748,car_variant_15
7748,car_variant_11
905,car_variant_11
905,car_variant_15
3826,car_variant_15
3826,car_variant_11
15592,car_variant_11
15592,car_variant_15
13464,car_variant_11
13464,car_variant_15
263,car_variant_15
263,car_variant_38
263,car_variant_11
4815,car_variant_15
4815,car_variant_11
11738,car_variant_20
11738,car_variant_15
11738,car_variant_11
15090,car_variant_15
15090,car_variant_11
5450,car_variant_15
5450,car_variant_11
15139,car_variant_11
15139,car_variant_15
7502,car_variant_15
7502,car_variant_11
16349,car_variant_11
16349,car_variant_15
9040,car_variant_15
9040,car_variant_11
12694,car_variant_15
12694,car_variant_11
3267,car_variant_11
3267,car_variant_15
6678,car_variant_15
17482,car_variant_15
17482,car_variant_11
9159,car_variant_15
9159,car_variant_20
9159,car_variant_11
12277,car_variant_11
12277,car_variant_15
2610,car_variant_11
2610,car_variant_15
13378,car_variant_15
13378,car_variant_11
2487,car_variant_11
2487,car_variant_15
13704,car_variant_11
13704,car_variant_15
4714,car_variant_15
4714,car_variant_11
15069,car_variant_15
15069,car_variant_11
1548,car_variant_15
18443,car_variant_11
18443,car_variant_15
3194,car_variant_15
3194,car_variant_11
5724,car_variant_15
5724,car_variant_11
10665,car_variant_11
10665,car_variant_15
7713,car_variant_15
7713,car_variant_11
14765,car_variant_11
14765,car_variant_15
4232,car_variant_15
4750,car_variant_15
4750,car_variant_11
9430,car_variant_15
9430,car_variant_11
6515,car_variant_11
6515,car_variant_15
10934,car_variant_15
10934,car_variant_11
10376,car_variant_15
10376,car_variant_11
7706,car_variant_11
7706,car_variant_15
3379,car_variant_11
3379,car_variant_15
10284,car_variant_11
10284,car_variant_15
2861,car_variant_11
2861,car_variant_15
11778,car_variant_11
11778,car_variant_15
18458,car_variant_11
18458,car_variant_15
17312,car_variant_15
4026,car_variant_11
4026,car_variant_15
14940,car_variant_15
14940,car_variant_11
12675,car_variant_15
12675,car_variant_11
2554,car_variant_15
2554,car_variant_11
7244,car_variant_15
7244,car_variant_11
4348,car_variant_11
4348,car_variant_15
7791,car_variant_15
7791,car_variant_11
15124,car_variant_15
4819,car_variant_11
4819,car_variant_15
8338,car_variant_15
8338,car_variant_11
7461,car_variant_11
7461,car_variant_15
13890,car_variant_11
13890,car_variant_15
11161,car_variant_11
11161,car_variant_15
16503,car_variant_11
16503,car_variant_15
11927,car_variant_15
11927,car_variant_11
15145,car_variant_15
16580,car_variant_15
16580,car_variant_11
9055,car_variant_15
9055,car_variant_11
7074,car_variant_11
7074,car_variant_15
11501,car_variant_15
11501,car_variant_11
10087,car_variant_11
10087,car_variant_15
938,car_variant_15
4282,car_variant_15
4282,car_variant_11
15339,car_variant_15
15339,car_variant_11
17958,car_variant_11
17958,car_variant_15
1864,car_variant_15
1864,car_variant_11
1087,car_variant_15
15988,car_variant_11
15988,car_variant_15
12750,car_variant_11
12750,car_variant_15
385,car_variant_11
385,car_variant_15
13146,car_variant_15
13146,car_variant_11
9233,car_variant_15
9233,car_variant_11
6750,car_variant_11
6750,car_variant_15
8399,car_variant_15
8399,car_variant_11
10534,car_variant_11
10534,car_variant_15
5323,car_variant_11
5323,car_variant_15
15492,car_variant_15
15492,car_variant_11
16366,car_variant_11
16366,car_variant_15
12396,car_variant_15
1107,car_variant_15
1107,car_variant_11
223,car_variant_11
223,car_variant_15
6051,car_variant_15
6051,car_variant_11
2271,car_variant_11
2271,car_variant_15
9805,car_variant_15
9805,car_variant_11
960,car_variant_11
960,car_variant_15
3341,car_variant_15
8770,car_variant_11
8770,car_variant_15
7998,car_variant_15
7998,car_variant_11
17513,car_variant_11
17513,car_variant_15
8181,car_variant_11
8181,car_variant_15
7397,car_variant_11
7397,car_variant_15
1793,car_variant_15
1793,car_variant_11
9359,car_variant_15
9359,car_variant_11
14101,car_variant_54
14101,car_variant_11
14101,car_variant_15
12454,car_variant_11
12454,car_variant_15
16706,car_variant_15
15356,car_variant_15
15356,car_variant_11
17096,car_variant_15
17096,car_variant_11
2177,car_variant_15
2177,car_variant_11
17694,car_variant_15
17694,car_variant_11
17538,car_variant_11
17538,car_variant_15
517,car_variant_15
517,car_variant_11
14604,car_variant_11
14604,car_variant_15
17343,car_variant_11
17343,car_variant_15
6346,car_variant_15
6346,car_variant_11
13087,car_variant_15
13087,car_variant_11
15810,car_variant_15
15810,car_variant_11
8081,car_variant_15
8081,car_variant_11
8294,car_variant_11
8294,car_variant_15
4152,car_variant_15
11578,car_variant_15
11578,car_variant_11
1415,car_variant_15
1415,car_variant_11
16168,car_variant_11
16168,car_variant_15
939,car_variant_15
16429,car_variant_15
16429,car_variant_11
8130,car_variant_15
8130,car_variant_11
8190,car_variant_15
8190,car_variant_11
12696,car_variant_11
12696,car_variant_15
4457,car_variant_15
9007,car_variant_11
9007,car_variant_15
3520,car_variant_11
3520,car_variant_15
16204,car_variant_15
16204,car_variant_11
8527,car_variant_11
8527,car_variant_15
12166,car_variant_15
13269,car_variant_38
13269,car_variant_15
12479,car_variant_11
12479,car_variant_15
4293,car_variant_15
4293,car_variant_11
17709,car_variant_15
17709,car_variant_11
12691,car_variant_15
12691,car_variant_11
16916,car_variant_11
16916,car_variant_15
11179,car_variant_11
11179,car_variant_15
6337,car_variant_11
6337,car_variant_15
11012,car_variant_15
14558,car_variant_15
14558,car_variant_11
6955,car_variant_11
6955,car_variant_15
6594,car_variant_15
6594,car_variant_11
6316,car_variant_15
6316,car_variant_11
8800,car_variant_7
8800,car_variant_11
8800,car_variant_15
17526,car_variant_15
17526,car_variant_11
5401,car_variant_11
5401,car_variant_15
12330,car_variant_11
12330,car_variant_15
12724,car_variant_15
12724,car_variant_11
4964,car_variant_20
3264,car_variant_11
3264,car_variant_15
17360,car_variant_15
10578,car_variant_38
13350,car_variant_18
13350,car_variant_11
13350,car_variant_13
11714,car_variant_11
11714,car_variant_13
3899,car_variant_11
208,car_variant_11
208,car_variant_18
2781,car_variant_18
5875,car_variant_22
5875,car_variant_11
5875,car_variant_14
5875,car_variant_23
5875,car_variant_20
5875,car_variant_18
13734,car_variant_11
13734,car_variant_13
6621,car_variant_13
6621,car_variant_11
537,car_variant_13
537,car_variant_11
14337,car_variant_20
599,car_variant_20
7383,car_variant_13
7383,car_variant_11
17249,car_variant_14
17249,car_variant_11
10974,car_variant_14
10974,car_variant_11
6351,car_variant_11
6351,car_variant_14
3858,car_variant_11
5126,car_variant_11
5126,car_variant_13
16048,car_variant_13
16048,car_variant_11
12324,car_variant_11
12324,car_variant_13
12161,car_variant_14
12161,car_variant_11
8937,car_variant_13
14614,car_variant_11
14614,car_variant_13
14614,car_variant_6
6170,car_variant_13
6170,car_variant_11
14447,car_variant_11
11512,car_variant_11
11090,car_variant_22
11090,car_variant_23
11090,car_variant_11
3424,car_variant_11
1004,car_variant_11
1004,car_variant_13
8206,car_variant_13
5537,car_variant_13
5537,car_variant_11
17038,car_variant_13
17038,car_variant_11
9116,car_variant_11
9116,car_variant_13
18416,car_variant_13
18416,car_variant_11
3407,car_variant_13
3407,car_variant_11
7775,car_variant_34
7728,car_variant_34
7728,car_variant_35
1730,car_variant_20
4979,car_variant_11
4979,car_variant_6
13214,car_variant_11
5629,car_variant_11
3575,car_variant_11
1646,car_variant_11
9022,car_variant_11
5087,car_variant_11
5358,car_variant_11
5599,car_variant_11
9350,car_variant_11
14867,car_variant_11
6385,car_variant_11
11027,car_variant_32
90,car_variant_11
15956,car_variant_11
12401,car_variant_11
10992,car_variant_11
12366,car_variant_11
5260,car_variant_11
2603,car_variant_11
14768,car_variant_11
10104,car_variant_11
15025,car_variant_11
11285,car_variant_11
1964,car_variant_11
8118,car_variant_11
18439,car_variant_11
8645,car_variant_11
2023,car_variant_11
94,car_variant_11
16483,car_variant_11
7329,car_variant_11
9039,car_variant_11
6310,car_variant_11
15761,car_variant_11
6982,car_variant_11
17860,car_variant_11
9442,car_variant_11
16590,car_variant_11
25,car_variant_11
1957,car_variant_20
1957,car_variant_11
10214,car_variant_11
9921,car_variant_11
14209,car_variant_11
2626,car_variant_11
14606,car_variant_11
11483,car_variant_11
16817,car_variant_11
9632,car_variant_11
15407,car_variant_11
6455,car_variant_11
7011,car_variant_11
5289,car_variant_21
5289,car_variant_20
1902,car_variant_11
6164,car_variant_11
14344,car_variant_11
1589,car_variant_11
7509,car_variant_11
18239,car_variant_11
3391,car_variant_11
10939,car_variant_11
6857,car_variant_11
3433,car_variant_20
14758,car_variant_11
7222,car_variant_11
15476,car_variant_11
13162,car_variant_11
15441,car_variant_11
6813,car_variant_11
1120,car_variant_11
13916,car_variant_11
3281,car_variant_11
15933,car_variant_11
1899,car_variant_21
1899,car_variant_11
3769,car_variant_11
17049,car_variant_11
15814,car_variant_11
14597,car_variant_11
9019,car_variant_11
3860,car_variant_11
12002,car_variant_11
10479,car_variant_20
4715,car_variant_20
13803,car_variant_11
4069,car_variant_11
4219,car_variant_11
10573,car_variant_11
4969,car_variant_11
9908,car_variant_11
6197,car_variant_11
8583,car_variant_11
15370,car_variant_11
5493,car_variant_11
3199,car_variant_11
1309,car_variant_11
17232,car_variant_11
1005,car_variant_11
9470,car_variant_11
10359,car_variant_20
18456,car_variant_20
6718,car_variant_11
1370,car_variant_11
14897,car_variant_11
1973,car_variant_11
7657,car_variant_11
862,car_variant_11
10478,car_variant_11
10794,car_variant_20
10794,car_variant_11
6870,car_variant_11
4022,car_variant_11
5587,car_variant_11
4378,car_variant_20
4378,car_variant_35
16987,car_variant_20
17248,car_variant_11
17248,car_variant_35
17248,car_variant_34
16288,car_variant_35
16288,car_variant_34
18157,car_variant_34
18157,car_variant_35
407,car_variant_35
407,car_variant_20
8270,car_variant_20
8270,car_variant_35
16719,car_variant_34
16719,car_variant_35
3638,car_variant_34
3638,car_variant_35
10716,car_variant_35
10716,car_variant_20
16676,car_variant_34
16676,car_variant_35
4561,car_variant_34
4561,car_variant_35
7535,car_variant_35
10244,car_variant_35
103,car_variant_11
103,car_variant_35
103,car_variant_20
103,car_variant_34
4997,car_variant_35
4997,car_variant_11
17282,car_variant_34
17282,car_variant_11
17282,car_variant_20
17282,car_variant_35
15039,car_variant_20
10525,car_variant_11
15221,car_variant_11
12992,car_variant_11
13528,car_variant_11
906,car_variant_11
8422,car_variant_11
3073,car_variant_20
7850,car_variant_20
10741,car_variant_11
6343,car_variant_20
1697,car_variant_20
15289,car_variant_20
17719,car_variant_20
14544,car_variant_20
13712,car_variant_11
11436,car_variant_20
13149,car_variant_20
13149,car_variant_8
13149,car_variant_11
747,car_variant_34
747,car_variant_35
946,car_variant_20
946,car_variant_35
7731,car_variant_35
7731,car_variant_34
3453,car_variant_35
3453,car_variant_34
7630,car_variant_34
7630,car_variant_35
1462,car_variant_35
1462,car_variant_34
17115,car_variant_35
17115,car_variant_34
18136,car_variant_34
18136,car_variant_35
11488,car_variant_35
11488,car_variant_20
12246,car_variant_35
1708,car_variant_34
1708,car_variant_35
11359,car_variant_20
11359,car_variant_35
1647,car_variant_11
8108,car_variant_35
8108,car_variant_34
9799,car_variant_35
9799,car_variant_34
2649,car_variant_35
7550,car_variant_34
7550,car_variant_35
4291,car_variant_20
1592,car_variant_35
1592,car_variant_34
4272,car_variant_34
4272,car_variant_35
9092,car_variant_34
9092,car_variant_35
9092,car_variant_20
17945,car_variant_35
17945,car_variant_34
9709,car_variant_35
9709,car_variant_34
6632,car_variant_35
17882,car_variant_34
17882,car_variant_35
9384,car_variant_35
9384,car_variant_34
7987,car_variant_34
7987,car_variant_35
11378,car_variant_35
11378,car_variant_20
4679,car_variant_20
4679,car_variant_35
3982,car_variant_20
3982,car_variant_35
12991,car_variant_34
12991,car_variant_35
12290,car_variant_35
12290,car_variant_34
11998,car_variant_34
11998,car_variant_35
4865,car_variant_34
4865,car_variant_35
15048,car_variant_34
15048,car_variant_35
6150,car_variant_35
6150,car_variant_34
1594,car_variant_35
1594,car_variant_34
934,car_variant_34
934,car_variant_35
2674,car_variant_34
2674,car_variant_35
2452,car_variant_34
2452,car_variant_35
2452,car_variant_11
2530,car_variant_35
2530,car_variant_34
5419,car_variant_35
11967,car_variant_35
11967,car_variant_34
3697,car_variant_34
3697,car_variant_35
5053,car_variant_35
11810,car_variant_34
11810,car_variant_35
12375,car_variant_35
17288,car_variant_35
17288,car_variant_34
15565,car_variant_35
15565,car_variant_34
12976,car_variant_11
12976,car_variant_35
12976,car_variant_34
17817,car_variant_20
17817,car_variant_35
17817,car_variant_34
2092,car_variant_34
2092,car_variant_35
2545,car_variant_35
2545,car_variant_34
15414,car_variant_35
15414,car_variant_34
9613,car_variant_35
9613,car_variant_34
837,car_variant_35
837,car_variant_34
2232,car_variant_35
2232,car_variant_34
6496,car_variant_35
6496,car_variant_20
6496,car_variant_34
8002,car_variant_35
8002,car_variant_34
11389,car_variant_35
11389,car_variant_34
6485,car_variant_35
6485,car_variant_34
2238,car_variant_34
2238,car_variant_35
16191,car_variant_35
16191,car_variant_34
11858,car_variant_34
11858,car_variant_35
5685,car_variant_35
5685,car_variant_34
1224,car_variant_35
1224,car_variant_34
9262,car_variant_34
9262,car_variant_35
5814,car_variant_35
5814,car_variant_34
727,car_variant_35
727,car_variant_34
18441,car_variant_35
18441,car_variant_34
15725,car_variant_34
15725,car_variant_35
14538,car_variant_34
14538,car_variant_35
7709,car_variant_35
7709,car_variant_34
731,car_variant_20
731,car_variant_34
731,car_variant_35
2627,car_variant_35
2627,car_variant_34
17112,car_variant_35
17112,car_variant_34
10042,car_variant_35
10042,car_variant_34
4384,car_variant_34
4384,car_variant_35
11164,car_variant_35
11164,car_variant_34
808,car_variant_35
808,car_variant_34
11416,car_variant_34
11416,car_variant_35
10672,car_variant_35
10672,car_variant_34
15576,car_variant_34
15576,car_variant_35
14121,car_variant_34
14121,car_variant_35
17394,car_variant_35
17394,car_variant_34
5838,car_variant_35
5838,car_variant_34
8676,car_variant_35
8676,car_variant_34
14725,car_variant_34
14725,car_variant_20
14725,car_variant_35
3661,car_variant_20
3661,car_variant_35
2962,car_variant_35
2962,car_variant_34
3791,car_variant_35
3791,car_variant_34
5735,car_variant_34
5735,car_variant_11
5735,car_variant_20
5735,car_variant_35
1361,car_variant_35
1361,car_variant_34
107,car_variant_35
107,car_variant_34
5205,car_variant_34
5205,car_variant_35
13156,car_variant_34
13156,car_variant_35
13187,car_variant_34
13187,car_variant_35
2826,car_variant_35
2826,car_variant_20
8714,car_variant_35
8714,car_variant_34
10613,car_variant_35
10613,car_variant_34
1805,car_variant_35
1805,car_variant_34
4789,car_variant_35
4789,car_variant_34
11917,car_variant_34
11917,car_variant_35
12008,car_variant_34
12008,car_variant_35
11881,car_variant_35
11881,car_variant_34
2347,car_variant_35
2347,car_variant_34
18104,car_variant_34
18104,car_variant_35
18104,car_variant_11
2387,car_variant_35
2387,car_variant_34
10807,car_variant_34
10807,car_variant_35
6206,car_variant_35
6206,car_variant_34
13895,car_variant_34
13895,car_variant_35
1554,car_variant_34
1554,car_variant_35
9479,car_variant_35
9479,car_variant_34
11697,car_variant_34
11697,car_variant_35
14559,car_variant_34
14559,car_variant_20
14559,car_variant_35
6821,car_variant_34
6821,car_variant_20
6821,car_variant_35
16023,car_variant_34
16023,car_variant_35
2364,car_variant_34
2364,car_variant_35
13043,car_variant_35
13043,car_variant_34
10178,car_variant_34
10178,car_variant_35
11282,car_variant_35
11282,car_variant_34
5095,car_variant_11
5095,car_variant_35
5095,car_variant_34
10964,car_variant_20
10964,car_variant_35
10310,car_variant_34
10310,car_variant_35
14177,car_variant_35
14177,car_variant_34
2473,car_variant_34
2473,car_variant_35
5687,car_variant_34
5687,car_variant_35
13364,car_variant_34
13364,car_variant_35
16961,car_variant_34
16961,car_variant_35
5914,car_variant_34
5914,car_variant_35
1696,car_variant_34
1696,car_variant_35
16553,car_variant_35
16553,car_variant_34
942,car_variant_35
942,car_variant_34
7936,car_variant_34
7936,car_variant_35
17150,car_variant_34
17150,car_variant_35
9463,car_variant_34
9463,car_variant_35
4478,car_variant_34
4478,car_variant_35
18312,car_variant_34
18312,car_variant_35
14167,car_variant_34
14167,car_variant_35
7495,car_variant_34
7495,car_variant_35
3583,car_variant_34
3583,car_variant_35
13831,car_variant_35
13831,car_variant_34
3072,car_variant_35
3072,car_variant_34
12792,car_variant_34
12792,car_variant_35
17307,car_variant_35
17307,car_variant_34
17252,car_variant_35
17252,car_variant_34
474,car_variant_34
474,car_variant_35
7948,car_variant_35
7948,car_variant_34
1014,car_variant_34
1014,car_variant_35
1014,car_variant_20
10484,car_variant_35
10484,car_variant_34
14794,car_variant_34
14794,car_variant_35
14476,car_variant_34
14476,car_variant_35
5727,car_variant_34
5727,car_variant_35
2065,car_variant_34
2065,car_variant_35
10651,car_variant_20
4743,car_variant_11
9786,car_variant_15
17078,car_variant_11
17078,car_variant_15
8458,car_variant_11
16256,car_variant_10
4788,car_variant_11
5593,car_variant_11
7566,car_variant_11
13886,car_variant_20
1618,car_variant_20
1618,car_variant_11
305,car_variant_11
13849,car_variant_11
11644,car_variant_11
8991,car_variant_11
3413,car_variant_11
1176,car_variant_54
1176,car_variant_11
16409,car_variant_11
8332,car_variant_54
4974,car_variant_54
4974,car_variant_11
15512,car_variant_54
6736,car_variant_11
15715,car_variant_54
15715,car_variant_11
15715,car_variant_15
10187,car_variant_11
10187,car_variant_54
17676,car_variant_11
17676,car_variant_54
10899,car_variant_11
2180,car_variant_11
2180,car_variant_54
8164,car_variant_54
8164,car_variant_11
8164,car_variant_15
9011,car_variant_15
9011,car_variant_11
9011,car_variant_21
9011,car_variant_20
9011,car_variant_10
2362,car_variant_54
2362,car_variant_11
7815,car_variant_15
7815,car_variant_11
7815,car_variant_54
13430,car_variant_11
4755,car_variant_11
4755,car_variant_54
10186,car_variant_11
5176,car_variant_11
5176,car_variant_54
15611,car_variant_11
15611,car_variant_54
5263,car_variant_11
5263,car_variant_54
18550,car_variant_11
9764,car_variant_54
9764,car_variant_11
4486,car_variant_11
12589,car_variant_11
14543,car_variant_54
14543,car_variant_11
12846,car_variant_11
12846,car_variant_54
4666,car_variant_11
8311,car_variant_11
5150,car_variant_11
5150,car_variant_54
4972,car_variant_20
4972,car_variant_34
4972,car_variant_35
11785,car_variant_35
11785,car_variant_34
11979,car_variant_35
11979,car_variant_34
18125,car_variant_34
18125,car_variant_35
15949,car_variant_20
12684,car_variant_35
12684,car_variant_34
7651,car_variant_35
7651,car_variant_34
2892,car_variant_35
2892,car_variant_34
9650,car_variant_34
9650,car_variant_35
8334,car_variant_20
8334,car_variant_35
3185,car_variant_35
3185,car_variant_34
1678,car_variant_35
17117,car_variant_35
1407,car_variant_35
6683,car_variant_35
16356,car_variant_35
16356,car_variant_34
18168,car_variant_34
17901,car_variant_11
17901,car_variant_34
14804,car_variant_34
14804,car_variant_11
14804,car_variant_36
14804,car_variant_20
3046,car_variant_35
3046,car_variant_34
17904,car_variant_35
17904,car_variant_34
8469,car_variant_34
8469,car_variant_35
1585,car_variant_34
1585,car_variant_35
5825,car_variant_34
5825,car_variant_35
11506,car_variant_34
11506,car_variant_35
15095,car_variant_34
15095,car_variant_20
15095,car_variant_35
4866,car_variant_34
4866,car_variant_35
10880,car_variant_34
10880,car_variant_35
6449,car_variant_35
6449,car_variant_34
1478,car_variant_34
1478,car_variant_35
8386,car_variant_34
8386,car_variant_35
1469,car_variant_34
1469,car_variant_35
4558,car_variant_34
4558,car_variant_35
2468,car_variant_35
2468,car_variant_34
6214,car_variant_35
6214,car_variant_34
17036,car_variant_35
17036,car_variant_34
2215,car_variant_34
2215,car_variant_35
6875,car_variant_35
6875,car_variant_34
16616,car_variant_35
16616,car_variant_34
251,car_variant_34
251,car_variant_35
8112,car_variant_35
8112,car_variant_34
16922,car_variant_34
15696,car_variant_35
15696,car_variant_34
7880,car_variant_34
7880,car_variant_35
15117,car_variant_35
15117,car_variant_34
6815,car_variant_35
6815,car_variant_34
16527,car_variant_35
16527,car_variant_34
1374,car_variant_34
1374,car_variant_35
7511,car_variant_34
7511,car_variant_35
11332,car_variant_35
11332,car_variant_34
4962,car_variant_34
4962,car_variant_35
15505,car_variant_34
15505,car_variant_35
13489,car_variant_34
13489,car_variant_35
10128,car_variant_34
10128,car_variant_35
1040,car_variant_35
1040,car_variant_34
3574,car_variant_34
3574,car_variant_35
17437,car_variant_34
17437,car_variant_35
637,car_variant_35
18280,car_variant_34
18280,car_variant_35
16266,car_variant_34
16266,car_variant_35
18082,car_variant_35
18082,car_variant_34
14977,car_variant_20
14977,car_variant_34
14977,car_variant_35
591,car_variant_35
591,car_variant_34
9578,car_variant_35
9578,car_variant_34
11428,car_variant_35
11428,car_variant_34
341,car_variant_35
341,car_variant_34
15585,car_variant_35
15585,car_variant_34
519,car_variant_35
519,car_variant_34
248,car_variant_34
248,car_variant_35
10736,car_variant_35
10736,car_variant_34
14357,car_variant_35
14357,car_variant_34
11747,car_variant_34
11747,car_variant_35
16124,car_variant_35
16124,car_variant_34
11623,car_variant_34
11623,car_variant_35
8498,car_variant_34
8498,car_variant_35
15442,car_variant_34
15442,car_variant_35
6441,car_variant_34
6441,car_variant_35
10215,car_variant_34
10215,car_variant_35
14943,car_variant_35
14943,car_variant_34
14397,car_variant_35
14397,car_variant_34
4012,car_variant_20
4012,car_variant_35
4012,car_variant_34
3172,car_variant_35
3172,car_variant_34
1261,car_variant_35
1261,car_variant_34
8960,car_variant_34
8960,car_variant_35
4773,car_variant_35
4773,car_variant_34
4827,car_variant_35
4827,car_variant_34
3598,car_variant_34
3598,car_variant_35
2501,car_variant_35
2501,car_variant_34
9071,car_variant_35
9071,car_variant_34
4826,car_variant_34
4826,car_variant_35
16598,car_variant_34
16598,car_variant_35
17057,car_variant_34
17057,car_variant_35
3013,car_variant_34
3013,car_variant_35
755,car_variant_35
755,car_variant_34
12405,car_variant_35
12405,car_variant_34
14829,car_variant_34
14829,car_variant_35
4437,car_variant_35
4437,car_variant_34
6657,car_variant_35
6657,car_variant_34
10920,car_variant_34
10920,car_variant_35
12289,car_variant_34
12289,car_variant_35
16609,car_variant_34
16609,car_variant_35
16850,car_variant_34
16850,car_variant_35
9640,car_variant_34
9640,car_variant_35
17847,car_variant_35
17847,car_variant_34
17553,car_variant_35
17553,car_variant_34
5360,car_variant_35
5360,car_variant_34
5266,car_variant_35
5266,car_variant_34
600,car_variant_34
600,car_variant_35
18080,car_variant_34
18080,car_variant_35
5819,car_variant_34
5819,car_variant_35
14058,car_variant_34
14058,car_variant_35
15796,car_variant_35
15796,car_variant_34
2751,car_variant_34
2751,car_variant_35
1162,car_variant_34
1162,car_variant_35
11956,car_variant_34
11956,car_variant_35
3970,car_variant_35
3970,car_variant_34
7906,car_variant_35
7906,car_variant_34
17938,car_variant_35
17938,car_variant_34
5056,car_variant_34
5056,car_variant_35
17823,car_variant_35
17823,car_variant_34
14363,car_variant_35
14363,car_variant_34
4926,car_variant_34
4926,car_variant_20
4926,car_variant_11
4926,car_variant_35
14814,car_variant_35
14814,car_variant_34
5958,car_variant_35
5958,car_variant_34
10701,car_variant_35
10701,car_variant_34
5097,car_variant_34
5097,car_variant_35
891,car_variant_34
891,car_variant_35
562,car_variant_35
562,car_variant_34
7646,car_variant_34
7646,car_variant_35
2132,car_variant_34
2132,car_variant_35
1385,car_variant_34
1385,car_variant_35
5012,car_variant_34
5012,car_variant_35
3180,car_variant_34
3180,car_variant_35
472,car_variant_35
472,car_variant_34
13853,car_variant_35
13853,car_variant_34
12215,car_variant_34
12215,car_variant_35
14389,car_variant_35
14389,car_variant_34
15208,car_variant_35
15208,car_variant_34
16623,car_variant_34
16623,car_variant_35
16770,car_variant_35
16770,car_variant_34
16245,car_variant_34
16245,car_variant_35
9142,car_variant_34
9142,car_variant_35
3923,car_variant_34
3923,car_variant_35
15154,car_variant_34
15154,car_variant_35
14123,car_variant_34
14123,car_variant_35
3314,car_variant_35
3314,car_variant_34
9089,car_variant_35
9089,car_variant_34
14914,car_variant_35
14914,car_variant_34
6882,car_variant_35
6882,car_variant_34
3034,car_variant_34
3034,car_variant_35
22,car_variant_34
22,car_variant_35
613,car_variant_34
613,car_variant_35
15404,car_variant_34
15404,car_variant_35
4730,car_variant_34
4730,car_variant_35
4730,car_variant_20
7448,car_variant_35
7448,car_variant_34
18503,car_variant_34
18503,car_variant_35
3913,car_variant_34
3913,car_variant_35
9636,car_variant_34
9636,car_variant_35
5342,car_variant_34
5342,car_variant_35
7856,car_variant_34
7856,car_variant_35
9206,car_variant_35
9206,car_variant_34
7188,car_variant_34
7188,car_variant_35
3382,car_variant_35
3382,car_variant_34
8732,car_variant_34
8732,car_variant_35
14805,car_variant_35
14805,car_variant_34
14625,car_variant_35
14625,car_variant_34
11864,car_variant_34
11864,car_variant_35
8504,car_variant_35
8504,car_variant_34
8504,car_variant_20
3559,car_variant_34
3559,car_variant_35
14007,car_variant_35
14007,car_variant_34
9937,car_variant_34
9937,car_variant_35
7425,car_variant_34
7425,car_variant_35
10264,car_variant_34
10264,car_variant_35
13871,car_variant_35
13871,car_variant_34
4259,car_variant_34
4259,car_variant_35
16307,car_variant_35
3588,car_variant_35
3588,car_variant_34
14478,car_variant_35
14478,car_variant_34
7520,car_variant_34
7520,car_variant_35
9358,car_variant_34
11982,car_variant_34
11982,car_variant_35
16332,car_variant_35
16332,car_variant_34
6444,car_variant_34
6444,car_variant_35
6571,car_variant_35
6571,car_variant_34
15271,car_variant_35
15271,car_variant_34
15597,car_variant_34
15597,car_variant_35
17264,car_variant_35
17264,car_variant_34
13272,car_variant_35
13272,car_variant_34
5854,car_variant_35
5854,car_variant_34
17175,car_variant_34
17175,car_variant_35
62,car_variant_34
62,car_variant_35
11693,car_variant_35
11693,car_variant_34
7206,car_variant_35
7206,car_variant_34
9424,car_variant_34
9424,car_variant_35
15941,car_variant_35
15941,car_variant_34
11480,car_variant_35
11480,car_variant_34
2264,car_variant_34
2264,car_variant_35
12526,car_variant_35
12526,car_variant_34
13143,car_variant_34
13143,car_variant_35
14299,car_variant_35
14299,car_variant_34
7082,car_variant_35
7082,car_variant_34
17464,car_variant_35
17464,car_variant_34
12878,car_variant_35
12878,car_variant_34
13197,car_variant_34
13197,car_variant_35
12156,car_variant_35
12156,car_variant_34
2160,car_variant_35
2160,car_variant_34
459,car_variant_34
459,car_variant_35
17401,car_variant_35
17401,car_variant_34
16666,car_variant_35
16666,car_variant_34
18043,car_variant_34
18043,car_variant_35
13248,car_variant_35
13248,car_variant_34
7447,car_variant_34
7447,car_variant_35
12763,car_variant_34
12763,car_variant_35
15874,car_variant_34
15874,car_variant_35
10322,car_variant_35
10322,car_variant_34
6811,car_variant_35
6811,car_variant_34
4412,car_variant_20
4412,car_variant_34
4412,car_variant_35
16956,car_variant_34
16956,car_variant_35
2242,car_variant_34
2242,car_variant_35
16844,car_variant_34
16844,car_variant_35
10389,car_variant_35
10389,car_variant_34
7207,car_variant_34
7207,car_variant_35
6619,car_variant_34
6619,car_variant_35
14886,car_variant_34
14886,car_variant_35
16508,car_variant_34
16508,car_variant_35
12508,car_variant_35
12508,car_variant_34
13682,car_variant_34
13682,car_variant_35
3394,car_variant_35
3394,car_variant_34
2370,car_variant_34
2370,car_variant_35
14202,car_variant_35
14202,car_variant_34
11949,car_variant_35
11949,car_variant_34
5809,car_variant_34
5809,car_variant_35
16532,car_variant_34
16532,car_variant_35
16910,car_variant_34
16910,car_variant_35
17359,car_variant_34
17359,car_variant_35
6117,car_variant_34
6117,car_variant_35
5927,car_variant_35
5927,car_variant_34
12904,car_variant_34
