id,issue_type
13761,issue_type_4
4362,issue_type_1
15764,issue_type_1
2140,issue_type_2
6659,issue_type_2
14621,issue_type_2
8829,issue_type_2
12758,issue_type_1
14980,issue_type_4
17763,issue_type_4
16927,issue_type_4
11657,issue_type_1
1977,issue_type_2
10778,issue_type_2
18204,issue_type_2
7675,issue_type_2
10833,issue_type_2
12392,issue_type_4
13138,issue_type_2
5892,issue_type_1
4030,issue_type_1
11587,issue_type_2
11890,issue_type_2
12081,issue_type_1
15125,issue_type_2
15785,issue_type_4
11975,issue_type_1
12439,issue_type_1
17795,issue_type_1
12458,issue_type_1
1463,issue_type_1
14843,issue_type_1
941,issue_type_1
6942,issue_type_2
1232,issue_type_1
6959,issue_type_1
8382,issue_type_2
15241,issue_type_2
12656,issue_type_1
9818,issue_type_4
2230,issue_type_1
5974,issue_type_1
4211,issue_type_1
14601,issue_type_2
10710,issue_type_1
5078,issue_type_1
10235,issue_type_1
2693,issue_type_2
14301,issue_type_1
12295,issue_type_4
15409,issue_type_1
1720,issue_type_1
3788,issue_type_1
16150,issue_type_1
7455,issue_type_1
14492,issue_type_1
15980,issue_type_1
2840,issue_type_4
916,issue_type_2
11362,issue_type_2
2632,issue_type_2
14826,issue_type_2
3804,issue_type_2
10385,issue_type_2
6919,issue_type_2
6052,issue_type_2
5283,issue_type_2
16127,issue_type_2
6139,issue_type_2
5542,issue_type_2
13288,issue_type_2
4428,issue_type_2
14600,issue_type_2
17769,issue_type_2
80,issue_type_2
6535,issue_type_1
17970,issue_type_1
12248,issue_type_2
10684,issue_type_1
13466,issue_type_2
2993,issue_type_2
13231,issue_type_1
5644,issue_type_1
4462,issue_type_4
5748,issue_type_2
8471,issue_type_2
6721,issue_type_2
1213,issue_type_1
2800,issue_type_2
15739,issue_type_1
6404,issue_type_2
3074,issue_type_2
11379,issue_type_2
1659,issue_type_4
1353,issue_type_4
18344,issue_type_4
11406,issue_type_2
13261,issue_type_4
11799,issue_type_1
2581,issue_type_1
3613,issue_type_1
8292,issue_type_1
11893,issue_type_2
15995,issue_type_2
9386,issue_type_1
1984,issue_type_1
7039,issue_type_2
16248,issue_type_1
5110,issue_type_1
3193,issue_type_1
972,issue_type_1
5013,issue_type_1
11825,issue_type_1
2907,issue_type_1
6912,issue_type_1
17459,issue_type_1
3372,issue_type_1
18501,issue_type_1
15862,issue_type_2
12445,issue_type_1
7611,issue_type_1
12253,issue_type_1
15276,issue_type_1
14010,issue_type_1
4318,issue_type_1
12990,issue_type_1
7026,issue_type_1
16807,issue_type_1
10117,issue_type_1
6590,issue_type_1
13648,issue_type_2
8503,issue_type_1
1721,issue_type_4
3059,issue_type_1
10635,issue_type_2
11068,issue_type_2
7484,issue_type_1
1779,issue_type_2
384,issue_type_2
11822,issue_type_2
9222,issue_type_2
1429,issue_type_1
5264,issue_type_1
1967,issue_type_2
18485,issue_type_1
16678,issue_type_1
10265,issue_type_2
2144,issue_type_2
1038,issue_type_2
16382,issue_type_2
809,issue_type_1
867,issue_type_2
15333,issue_type_4
14674,issue_type_2
4176,issue_type_1
4890,issue_type_2
648,issue_type_2
15149,issue_type_4
12747,issue_type_2
15285,issue_type_2
3086,issue_type_2
2748,issue_type_1
13623,issue_type_1
16022,issue_type_1
14172,issue_type_2
16513,issue_type_2
2995,issue_type_2
7945,issue_type_4
16556,issue_type_1
15103,issue_type_2
6893,issue_type_4
7343,issue_type_2
5125,issue_type_2
10677,issue_type_2
126,issue_type_2
9106,issue_type_1
15502,issue_type_2
3237,issue_type_2
6795,issue_type_1
9029,issue_type_2
456,issue_type_4
1934,issue_type_2
5262,issue_type_2
15769,issue_type_4
7277,issue_type_4
18402,issue_type_1
10528,issue_type_1
6191,issue_type_2
7602,issue_type_2
7935,issue_type_1
3561,issue_type_2
1572,issue_type_2
17537,issue_type_4
6579,issue_type_1
14803,issue_type_2
5774,issue_type_4
15429,issue_type_2
3764,issue_type_2
7879,issue_type_2
3729,issue_type_1
12162,issue_type_1
10438,issue_type_1
18453,issue_type_1
11099,issue_type_2
6019,issue_type_1
15757,issue_type_1
4040,issue_type_2
1935,issue_type_2
7219,issue_type_2
8125,issue_type_2
14339,issue_type_1
17524,issue_type_2
17622,issue_type_2
7454,issue_type_2
2112,issue_type_4
14714,issue_type_2
10199,issue_type_1
2039,issue_type_2
10731,issue_type_4
10074,issue_type_1
4790,issue_type_2
7481,issue_type_1
7631,issue_type_2
15309,issue_type_1
10911,issue_type_4
12995,issue_type_2
7958,issue_type_2
16236,issue_type_1
15799,issue_type_1
7191,issue_type_2
9073,issue_type_4
6557,issue_type_1
9266,issue_type_1
9213,issue_type_2
1402,issue_type_2
3231,issue_type_1
2872,issue_type_1
9810,issue_type_1
2805,issue_type_1
1987,issue_type_2
4946,issue_type_1
12721,issue_type_1
9295,issue_type_1
12369,issue_type_1
5330,issue_type_2
11811,issue_type_1
16773,issue_type_2
12045,issue_type_1
7303,issue_type_2
5826,issue_type_1
15391,issue_type_1
5817,issue_type_2
12596,issue_type_4
11732,issue_type_2
16318,issue_type_2
11396,issue_type_2
14515,issue_type_1
12860,issue_type_1
1482,issue_type_1
7184,issue_type_1
15532,issue_type_2
5415,issue_type_1
6017,issue_type_2
8214,issue_type_1
832,issue_type_2
4781,issue_type_4
9419,issue_type_1
7283,issue_type_2
11516,issue_type_1
15416,issue_type_1
16983,issue_type_2
15806,issue_type_2
3781,issue_type_2
2733,issue_type_4
1273,issue_type_1
15365,issue_type_2
16861,issue_type_4
1628,issue_type_2
15754,issue_type_2
12794,issue_type_1
16223,issue_type_2
6293,issue_type_1
9006,issue_type_2
13681,issue_type_2
10040,issue_type_2
14744,issue_type_2
4352,issue_type_1
16819,issue_type_4
1614,issue_type_2
17398,issue_type_2
8084,issue_type_2
9933,issue_type_1
11002,issue_type_2
8968,issue_type_2
10063,issue_type_2
17423,issue_type_2
16667,issue_type_2
10088,issue_type_2
17892,issue_type_2
18396,issue_type_2
3605,issue_type_2
13981,issue_type_4
780,issue_type_2
2915,issue_type_4
13357,issue_type_2
5666,issue_type_2
7118,issue_type_2
7530,issue_type_2
14126,issue_type_1
14919,issue_type_2
10550,issue_type_1
13064,issue_type_1
5346,issue_type_2
11469,issue_type_1
1270,issue_type_2
18463,issue_type_1
8217,issue_type_4
15557,issue_type_2
433,issue_type_1
9336,issue_type_4
11200,issue_type_1
8794,issue_type_4
1610,issue_type_4
10078,issue_type_2
10427,issue_type_1
15677,issue_type_1
13912,issue_type_1
8435,issue_type_1
5475,issue_type_1
5915,issue_type_2
13256,issue_type_1
9989,issue_type_1
8845,issue_type_2
8881,issue_type_1
7102,issue_type_2
4377,issue_type_4
10444,issue_type_2
14922,issue_type_1
16966,issue_type_2
14097,issue_type_4
17211,issue_type_2
16108,issue_type_1
5164,issue_type_1
408,issue_type_1
255,issue_type_1
14720,issue_type_4
936,issue_type_4
14904,issue_type_4
17310,issue_type_4
362,issue_type_2
1159,issue_type_2
6371,issue_type_2
8187,issue_type_1
1466,issue_type_2
9862,issue_type_2
5584,issue_type_2
11098,issue_type_4
10629,issue_type_1
15318,issue_type_1
2105,issue_type_2
7275,issue_type_1
17339,issue_type_1
14211,issue_type_2
3820,issue_type_2
16006,issue_type_1
9652,issue_type_2
14937,issue_type_1
317,issue_type_1
10263,issue_type_2
7436,issue_type_2
5516,issue_type_1
13996,issue_type_1
11202,issue_type_4
16615,issue_type_2
1446,issue_type_2
4436,issue_type_2
10431,issue_type_2
5121,issue_type_1
10617,issue_type_1
15278,issue_type_1
15939,issue_type_2
514,issue_type_2
121,issue_type_1
1037,issue_type_2
5604,issue_type_2
12680,issue_type_2
4420,issue_type_1
8475,issue_type_2
4065,issue_type_1
8914,issue_type_1
12952,issue_type_2
26,issue_type_4
5518,issue_type_1
3197,issue_type_1
11544,issue_type_2
17733,issue_type_1
14350,issue_type_1
5829,issue_type_2
18048,issue_type_1
9740,issue_type_4
6291,issue_type_2
17851,issue_type_2
3665,issue_type_2
7228,issue_type_4
1767,issue_type_2
16392,issue_type_2
6791,issue_type_2
10943,issue_type_1
5473,issue_type_1
14509,issue_type_2
12203,issue_type_2
18365,issue_type_2
12914,issue_type_2
1027,issue_type_2
10693,issue_type_2
4336,issue_type_2
3058,issue_type_2
422,issue_type_2
7923,issue_type_2
12206,issue_type_2
3777,issue_type_2
12211,issue_type_2
18377,issue_type_2
7899,issue_type_2
11970,issue_type_2
1829,issue_type_4
16642,issue_type_1
15583,issue_type_4
8539,issue_type_2
2016,issue_type_4
12658,issue_type_2
2528,issue_type_2
9809,issue_type_4
155,issue_type_4
2555,issue_type_2
7386,issue_type_2
17462,issue_type_2
4380,issue_type_2
14519,issue_type_2
9021,issue_type_2
1797,issue_type_2
2192,issue_type_2
3411,issue_type_2
15560,issue_type_2
12477,issue_type_2
11882,issue_type_2
12316,issue_type_2
7042,issue_type_2
12663,issue_type_2
7462,issue_type_2
3725,issue_type_2
9506,issue_type_2
6847,issue_type_2
10203,issue_type_2
1118,issue_type_2
3488,issue_type_2
450,issue_type_2
9497,issue_type_2
10085,issue_type_2
12321,issue_type_2
15307,issue_type_2
16891,issue_type_2
4145,issue_type_1
17292,issue_type_2
16688,issue_type_2
3036,issue_type_2
8576,issue_type_2
4125,issue_type_2
16821,issue_type_2
2128,issue_type_2
15705,issue_type_2
5842,issue_type_2
18027,issue_type_2
15758,issue_type_2
17171,issue_type_2
15205,issue_type_2
9526,issue_type_2
14436,issue_type_2
15600,issue_type_2
277,issue_type_2
6038,issue_type_2
10399,issue_type_2
4667,issue_type_2
5234,issue_type_2
7262,issue_type_2
15885,issue_type_2
10301,issue_type_2
15282,issue_type_2
13201,issue_type_2
18209,issue_type_2
3746,issue_type_2
10126,issue_type_2
10097,issue_type_2
15390,issue_type_2
14947,issue_type_2
8133,issue_type_2
16014,issue_type_2
18121,issue_type_2
13943,issue_type_2
11821,issue_type_2
1867,issue_type_2
3498,issue_type_2
12838,issue_type_2
3798,issue_type_2
5201,issue_type_2
16952,issue_type_2
9165,issue_type_2
16412,issue_type_2
15783,issue_type_2
4751,issue_type_2
6309,issue_type_2
18145,issue_type_2
14529,issue_type_2
8593,issue_type_2
6812,issue_type_2
1205,issue_type_2
16591,issue_type_2
4542,issue_type_2
7147,issue_type_2
15972,issue_type_2
1422,issue_type_2
12424,issue_type_2
17638,issue_type_2
13377,issue_type_2
16634,issue_type_2
292,issue_type_2
9393,issue_type_2
9118,issue_type_2
3636,issue_type_2
4193,issue_type_2
12252,issue_type_2
2789,issue_type_2
14802,issue_type_2
1449,issue_type_1
13367,issue_type_2
17574,issue_type_1
13575,issue_type_2
6115,issue_type_1
17618,issue_type_2
6401,issue_type_2
5312,issue_type_2
8020,issue_type_2
15519,issue_type_2
3400,issue_type_2
17844,issue_type_2
6987,issue_type_2
9285,issue_type_2
11955,issue_type_2
18418,issue_type_2
16953,issue_type_2
5174,issue_type_2
13013,issue_type_2
13407,issue_type_2
17469,issue_type_2
53,issue_type_1
14870,issue_type_2
17083,issue_type_2
15747,issue_type_2
5745,issue_type_2
11568,issue_type_2
16827,issue_type_2
12018,issue_type_2
8541,issue_type_2
9842,issue_type_2
10544,issue_type_2
14396,issue_type_2
5380,issue_type_2
9458,issue_type_2
2873,issue_type_2
15320,issue_type_2
5236,issue_type_2
3460,issue_type_2
17789,issue_type_4
2466,issue_type_4
6889,issue_type_2
13048,issue_type_2
8099,issue_type_4
7381,issue_type_2
7376,issue_type_2
7934,issue_type_2
12979,issue_type_2
7695,issue_type_2
8810,issue_type_2
3114,issue_type_2
14678,issue_type_2
15582,issue_type_2
17417,issue_type_2
8,issue_type_2
8606,issue_type_2
3645,issue_type_2
14863,issue_type_2
12069,issue_type_2
3892,issue_type_2
6281,issue_type_2
11920,issue_type_2
8728,issue_type_2
2727,issue_type_2
6913,issue_type_2
9572,issue_type_2
662,issue_type_2
14927,issue_type_2
1690,issue_type_1
9725,issue_type_2
9325,issue_type_2
17223,issue_type_2
10188,issue_type_2
9605,issue_type_2
12317,issue_type_2
13731,issue_type_1
4463,issue_type_2
13542,issue_type_1
10236,issue_type_2
16313,issue_type_2
14444,issue_type_2
7307,issue_type_2
5805,issue_type_2
7437,issue_type_2
1979,issue_type_2
8866,issue_type_2
14945,issue_type_2
2634,issue_type_2
2766,issue_type_2
9212,issue_type_2
5385,issue_type_2
5555,issue_type_2
1414,issue_type_2
8900,issue_type_2
17271,issue_type_2
4116,issue_type_2
8393,issue_type_2
18300,issue_type_2
9447,issue_type_2
11418,issue_type_2
8305,issue_type_2
274,issue_type_2
4393,issue_type_2
16897,issue_type_2
8710,issue_type_2
1021,issue_type_2
16871,issue_type_2
6280,issue_type_2
16397,issue_type_2
8549,issue_type_2
11777,issue_type_2
3720,issue_type_2
3101,issue_type_2
7694,issue_type_2
10194,issue_type_2
11507,issue_type_2
10414,issue_type_2
5152,issue_type_2
14083,issue_type_2
15167,issue_type_2
1003,issue_type_2
11695,issue_type_2
15186,issue_type_2
13738,issue_type_2
10853,issue_type_2
4736,issue_type_2
12412,issue_type_2
5664,issue_type_2
10847,issue_type_2
5467,issue_type_2
1115,issue_type_2
3653,issue_type_2
13735,issue_type_2
2775,issue_type_2
16592,issue_type_2
10737,issue_type_2
14756,issue_type_2
786,issue_type_2
17570,issue_type_2
2259,issue_type_2
4456,issue_type_2
11823,issue_type_2
2469,issue_type_2
13259,issue_type_2
1564,issue_type_2
14268,issue_type_2
10620,issue_type_2
3463,issue_type_2
15379,issue_type_2
9273,issue_type_2
16485,issue_type_2
8256,issue_type_2
5031,issue_type_2
15042,issue_type_2
3126,issue_type_2
15051,issue_type_2
7915,issue_type_2
6432,issue_type_2
11665,issue_type_2
2596,issue_type_2
8437,issue_type_2
16730,issue_type_2
1239,issue_type_2
11888,issue_type_2
17076,issue_type_2
9934,issue_type_2
4921,issue_type_2
16840,issue_type_2
12350,issue_type_2
15856,issue_type_2
8904,issue_type_2
3542,issue_type_2
12911,issue_type_2
405,issue_type_2
13566,issue_type_2
5795,issue_type_2
10967,issue_type_2
14480,issue_type_2
236,issue_type_2
9027,issue_type_2
11906,issue_type_2
6097,issue_type_2
12558,issue_type_2
14173,issue_type_4
5293,issue_type_2
10746,issue_type_2
4864,issue_type_2
9346,issue_type_2
5620,issue_type_2
8502,issue_type_2
16383,issue_type_2
2969,issue_type_2
4498,issue_type_2
9830,issue_type_2
1584,issue_type_1
4523,issue_type_2
9861,issue_type_4
1700,issue_type_2
2988,issue_type_1
12033,issue_type_2
1090,issue_type_2
9595,issue_type_4
1266,issue_type_2
14250,issue_type_2
16936,issue_type_2
12897,issue_type_2
6751,issue_type_2
12476,issue_type_1
7661,issue_type_2
10616,issue_type_2
16180,issue_type_2
18134,issue_type_1
6504,issue_type_2
16172,issue_type_1
2203,issue_type_2
3317,issue_type_2
1959,issue_type_4
14290,issue_type_1
15374,issue_type_2
2675,issue_type_2
16207,issue_type_1
6871,issue_type_2
9381,issue_type_2
12705,issue_type_2
13474,issue_type_2
10705,issue_type_2
12760,issue_type_2
13830,issue_type_2
4896,issue_type_1
16238,issue_type_4
9697,issue_type_1
3345,issue_type_2
666,issue_type_1
11409,issue_type_2
2231,issue_type_2
4763,issue_type_1
13025,issue_type_2
13624,issue_type_1
7911,issue_type_2
6368,issue_type_2
5061,issue_type_1
10362,issue_type_4
3721,issue_type_1
12177,issue_type_2
931,issue_type_4
2911,issue_type_2
7475,issue_type_1
13985,issue_type_2
6915,issue_type_1
15243,issue_type_1
15671,issue_type_2
4370,issue_type_1
1154,issue_type_1
8719,issue_type_2
12195,issue_type_4
17928,issue_type_1
9385,issue_type_2
943,issue_type_4
15822,issue_type_1
9606,issue_type_4
7724,issue_type_2
18514,issue_type_2
1725,issue_type_1
7392,issue_type_2
7649,issue_type_1
7430,issue_type_2
9494,issue_type_1
3503,issue_type_2
497,issue_type_2
89,issue_type_4
10198,issue_type_2
3068,issue_type_1
16001,issue_type_2
6810,issue_type_2
968,issue_type_1
718,issue_type_2
9942,issue_type_2
13422,issue_type_2
8660,issue_type_2
8014,issue_type_2
6145,issue_type_2
5390,issue_type_2
6933,issue_type_2
17518,issue_type_2
8340,issue_type_2
13924,issue_type_2
18101,issue_type_2
12632,issue_type_2
2934,issue_type_2
12726,issue_type_2
3578,issue_type_2
12820,issue_type_2
8092,issue_type_4
432,issue_type_2
7252,issue_type_2
5238,issue_type_2
7587,issue_type_2
11635,issue_type_2
6953,issue_type_2
16969,issue_type_4
3513,issue_type_2
17164,issue_type_2
6908,issue_type_2
1792,issue_type_4
6350,issue_type_1
4077,issue_type_2
5331,issue_type_2
4003,issue_type_2
17836,issue_type_2
11228,issue_type_2
5596,issue_type_2
6100,issue_type_2
9465,issue_type_2
10915,issue_type_2
14225,issue_type_4
18259,issue_type_2
12890,issue_type_2
14330,issue_type_2
2671,issue_type_2
10587,issue_type_2
2901,issue_type_1
13749,issue_type_1
23,issue_type_2
9616,issue_type_2
11638,issue_type_4
16358,issue_type_1
16749,issue_type_2
7822,issue_type_2
10299,issue_type_1
14587,issue_type_4
17772,issue_type_1
154,issue_type_2
330,issue_type_2
3342,issue_type_4
14640,issue_type_1
11490,issue_type_1
17327,issue_type_1
4780,issue_type_2
16888,issue_type_4
2762,issue_type_1
17234,issue_type_2
10834,issue_type_1
9209,issue_type_1
13050,issue_type_4
9634,issue_type_4
3224,issue_type_1
15877,issue_type_4
6518,issue_type_1
9936,issue_type_1
17281,issue_type_4
6430,issue_type_2
7456,issue_type_1
11084,issue_type_1
9144,issue_type_2
15235,issue_type_2
1238,issue_type_1
9741,issue_type_1
3443,issue_type_2
12083,issue_type_2
16833,issue_type_1
5354,issue_type_2
9418,issue_type_1
6015,issue_type_1
1575,issue_type_1
18512,issue_type_2
115,issue_type_2
17919,issue_type_1
1605,issue_type_1
9698,issue_type_4
5581,issue_type_4
7482,issue_type_2
10792,issue_type_1
14161,issue_type_2
3515,issue_type_1
10075,issue_type_4
9816,issue_type_1
4213,issue_type_2
2445,issue_type_2
12410,issue_type_4
16831,issue_type_2
8088,issue_type_2
9948,issue_type_2
8131,issue_type_2
12210,issue_type_2
1476,issue_type_4
4785,issue_type_2
16389,issue_type_4
4234,issue_type_2
14503,issue_type_2
13193,issue_type_2
2682,issue_type_2
12218,issue_type_2
1537,issue_type_2
12430,issue_type_2
9265,issue_type_1
17367,issue_type_2
18468,issue_type_1
7442,issue_type_2
426,issue_type_2
13128,issue_type_4
9427,issue_type_4
4455,issue_type_2
4996,issue_type_2
6502,issue_type_4
10225,issue_type_2
3956,issue_type_1
7464,issue_type_2
2678,issue_type_4
13311,issue_type_2
16607,issue_type_2
5159,issue_type_2
13125,issue_type_2
4726,issue_type_2
14379,issue_type_2
13508,issue_type_2
9355,issue_type_4
9712,issue_type_2
17726,issue_type_4
16570,issue_type_4
2004,issue_type_4
15355,issue_type_5
7215,issue_type_2
11392,issue_type_2
8949,issue_type_1
3577,issue_type_2
5132,issue_type_2
3318,issue_type_2
10541,issue_type_2
9814,issue_type_2
3704,issue_type_2
15717,issue_type_2
3677,issue_type_4
4528,issue_type_2
15932,issue_type_2
12024,issue_type_2
3103,issue_type_2
10153,issue_type_2
7887,issue_type_2
4483,issue_type_2
5151,issue_type_2
1648,issue_type_2
11924,issue_type_2
4297,issue_type_2
8421,issue_type_2
13061,issue_type_2
13980,issue_type_4
8073,issue_type_2
3301,issue_type_2
5546,issue_type_4
5778,issue_type_4
3627,issue_type_2
17808,issue_type_2
17147,issue_type_2
12973,issue_type_2
18235,issue_type_2
6245,issue_type_2
230,issue_type_2
8609,issue_type_2
15774,issue_type_2
12455,issue_type_2
1433,issue_type_2
10673,issue_type_2
15038,issue_type_4
9069,issue_type_4
17355,issue_type_2
14054,issue_type_2
17604,issue_type_2
17186,issue_type_2
13418,issue_type_4
1949,issue_type_2
13933,issue_type_2
5729,issue_type_4
2776,issue_type_4
1214,issue_type_2
3773,issue_type_2
15269,issue_type_2
15286,issue_type_2
8172,issue_type_4
918,issue_type_2
12492,issue_type_2
2319,issue_type_1
13114,issue_type_2
3662,issue_type_2
14176,issue_type_1
12491,issue_type_1
14742,issue_type_4
9282,issue_type_2
1577,issue_type_1
1524,issue_type_2
5189,issue_type_4
11511,issue_type_4
745,issue_type_2
9734,issue_type_2
3669,issue_type_4
11667,issue_type_1
4745,issue_type_1
4114,issue_type_1
8825,issue_type_1
14193,issue_type_2
2686,issue_type_1
10804,issue_type_1
6155,issue_type_4
13445,issue_type_1
13677,issue_type_2
5094,issue_type_1
14015,issue_type_2
16110,issue_type_4
15061,issue_type_2
7849,issue_type_4
9348,issue_type_2
14658,issue_type_1
7516,issue_type_2
16529,issue_type_2
9349,issue_type_2
17546,issue_type_2
3809,issue_type_4
11918,issue_type_2
3642,issue_type_4
6238,issue_type_2
13610,issue_type_1
8656,issue_type_4
3817,issue_type_2
1244,issue_type_2
3346,issue_type_2
18262,issue_type_1
15782,issue_type_2
16458,issue_type_2
8221,issue_type_2
6338,issue_type_2
4739,issue_type_2
5793,issue_type_2
18233,issue_type_2
12774,issue_type_2
11484,issue_type_2
15419,issue_type_4
11064,issue_type_2
1818,issue_type_2
18548,issue_type_2
16182,issue_type_2
15230,issue_type_1
13778,issue_type_1
13619,issue_type_1
8748,issue_type_2
1124,issue_type_2
9498,issue_type_1
7942,issue_type_2
11049,issue_type_1
16955,issue_type_2
500,issue_type_4
10257,issue_type_2
14497,issue_type_2
4199,issue_type_2
3297,issue_type_2
12742,issue_type_2
4565,issue_type_2
12600,issue_type_2
17503,issue_type_2
11077,issue_type_2
14116,issue_type_1
17485,issue_type_1
4638,issue_type_2
10656,issue_type_2
17203,issue_type_4
12300,issue_type_2
11296,issue_type_2
16565,issue_type_2
4086,issue_type_4
12793,issue_type_1
14421,issue_type_4
18212,issue_type_2
5357,issue_type_2
4246,issue_type_4
9949,issue_type_2
6045,issue_type_2
12306,issue_type_2
16188,issue_type_2
2245,issue_type_4
10302,issue_type_2
16830,issue_type_2
9433,issue_type_1
12415,issue_type_2
16183,issue_type_2
6477,issue_type_2
10251,issue_type_2
259,issue_type_4
869,issue_type_4
7189,issue_type_1
13572,issue_type_2
15511,issue_type_2
3029,issue_type_2
7982,issue_type_4
9763,issue_type_4
9297,issue_type_2
16484,issue_type_2
13719,issue_type_4
12787,issue_type_2
16316,issue_type_2
10232,issue_type_1
7986,issue_type_2
15363,issue_type_4
10352,issue_type_2
10623,issue_type_2
2429,issue_type_2
13697,issue_type_2
15194,issue_type_2
15918,issue_type_2
2875,issue_type_2
10787,issue_type_2
12940,issue_type_2
1290,issue_type_4
3597,issue_type_1
10507,issue_type_2
14375,issue_type_1
9914,issue_type_1
61,issue_type_2
5166,issue_type_4
13264,issue_type_2
5900,issue_type_4
16975,issue_type_1
9775,issue_type_2
9872,issue_type_1
10723,issue_type_1
3222,issue_type_1
7263,issue_type_4
9183,issue_type_2
14966,issue_type_4
3552,issue_type_1
10706,issue_type_2
12827,issue_type_2
16219,issue_type_2
1752,issue_type_2
17496,issue_type_1
17315,issue_type_1
6120,issue_type_1
13120,issue_type_1
17766,issue_type_1
572,issue_type_2
2366,issue_type_1
2297,issue_type_2
12998,issue_type_2
920,issue_type_2
9072,issue_type_2
1672,issue_type_2
11702,issue_type_2
7873,issue_type_1
9927,issue_type_1
4807,issue_type_2
5990,issue_type_2
13319,issue_type_1
7241,issue_type_4
9086,issue_type_1
15457,issue_type_1
18033,issue_type_4
1336,issue_type_4
3527,issue_type_2
14338,issue_type_2
8301,issue_type_2
18286,issue_type_1
7800,issue_type_2
12955,issue_type_2
11521,issue_type_2
13037,issue_type_2
5883,issue_type_2
13471,issue_type_1
14671,issue_type_1
1013,issue_type_1
4129,issue_type_1
518,issue_type_1
502,issue_type_1
16435,issue_type_1
2415,issue_type_4
9904,issue_type_2
16862,issue_type_4
14417,issue_type_1
2935,issue_type_4
10274,issue_type_1
11678,issue_type_1
13118,issue_type_2
1809,issue_type_2
8492,issue_type_1
13555,issue_type_2
1099,issue_type_2
5378,issue_type_4
7767,issue_type_2
16276,issue_type_2
41,issue_type_2
17224,issue_type_4
6071,issue_type_2
14955,issue_type_2
3469,issue_type_2
7441,issue_type_2
12639,issue_type_2
2304,issue_type_2
4004,issue_type_2
3862,issue_type_2
5648,issue_type_2
326,issue_type_2
5762,issue_type_2
8086,issue_type_2
11433,issue_type_2
7539,issue_type_2
162,issue_type_2
6177,issue_type_2
7523,issue_type_2
7229,issue_type_2
3093,issue_type_2
4981,issue_type_2
2309,issue_type_2
3444,issue_type_4
14298,issue_type_4
1733,issue_type_2
9102,issue_type_2
14769,issue_type_2
17015,issue_type_4
13727,issue_type_2
18264,issue_type_2
15056,issue_type_2
356,issue_type_1
16684,issue_type_1
164,issue_type_1
12730,issue_type_4
15623,issue_type_2
16708,issue_type_2
8568,issue_type_2
14871,issue_type_2
13557,issue_type_2
2433,issue_type_4
18385,issue_type_2
9659,issue_type_2
1734,issue_type_2
10151,issue_type_2
17303,issue_type_4
9641,issue_type_2
12144,issue_type_2
5006,issue_type_2
9211,issue_type_2
2367,issue_type_2
13802,issue_type_1
17788,issue_type_2
18241,issue_type_4
4882,issue_type_2
245,issue_type_1
5582,issue_type_1
13275,issue_type_4
4802,issue_type_2
9054,issue_type_2
7795,issue_type_2
12964,issue_type_2
10365,issue_type_2
18054,issue_type_2
6782,issue_type_1
9248,issue_type_4
1853,issue_type_4
2868,issue_type_2
8778,issue_type_2
12623,issue_type_4
10891,issue_type_2
12917,issue_type_2
15726,issue_type_2
16428,issue_type_1
285,issue_type_1
4322,issue_type_4
15080,issue_type_1
4659,issue_type_2
9525,issue_type_2
8614,issue_type_2
15759,issue_type_2
7069,issue_type_2
9388,issue_type_4
12272,issue_type_2
12028,issue_type_2
7100,issue_type_2
17266,issue_type_2
4371,issue_type_2
7870,issue_type_2
11523,issue_type_4
8526,issue_type_4
12435,issue_type_2
16734,issue_type_2
13027,issue_type_2
1936,issue_type_2
11047,issue_type_2
13992,issue_type_2
278,issue_type_2
11575,issue_type_2
16246,issue_type_2
2887,issue_type_2
5858,issue_type_2
2328,issue_type_2
14959,issue_type_2
2823,issue_type_2
3347,issue_type_2
12583,issue_type_2
12310,issue_type_1
3751,issue_type_1
7956,issue_type_1
4433,issue_type_1
17791,issue_type_1
16767,issue_type_1
14686,issue_type_1
6192,issue_type_1
1302,issue_type_2
2827,issue_type_1
10361,issue_type_1
1412,issue_type_2
8448,issue_type_2
43,issue_type_2
14159,issue_type_4
14372,issue_type_2
9154,issue_type_2
5024,issue_type_2
3169,issue_type_2
4825,issue_type_2
2032,issue_type_4
4909,issue_type_2
12242,issue_type_4
12907,issue_type_2
6512,issue_type_4
11621,issue_type_4
11666,issue_type_2
17956,issue_type_2
8258,issue_type_2
10779,issue_type_2
6845,issue_type_2
5985,issue_type_2
9832,issue_type_2
7032,issue_type_2
16658,issue_type_2
12930,issue_type_2
16265,issue_type_2
3416,issue_type_2
8344,issue_type_2
10619,issue_type_2
1410,issue_type_2
16061,issue_type_1
16523,issue_type_1
559,issue_type_4
17084,issue_type_4
16849,issue_type_1
11987,issue_type_1
4538,issue_type_1
11573,issue_type_2
7564,issue_type_2
13644,issue_type_4
7449,issue_type_2
8439,issue_type_1
2318,issue_type_1
12703,issue_type_1
2151,issue_type_2
4668,issue_type_1
3042,issue_type_4
5231,issue_type_4
5424,issue_type_2
18329,issue_type_4
2060,issue_type_1
5403,issue_type_1
11541,issue_type_2
5505,issue_type_4
4518,issue_type_2
15898,issue_type_2
17428,issue_type_2
15893,issue_type_1
8916,issue_type_2
4090,issue_type_1
4567,issue_type_1
4749,issue_type_1
1892,issue_type_4
5435,issue_type_2
10863,issue_type_2
1042,issue_type_2
9633,issue_type_2
11040,issue_type_2
1158,issue_type_1
